SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
lesz:VERB,pp,emiatt:ADV,advmod:mode,6,74,68
gazdaság:NOUN,pp,az:DET,det,2,71,69
gazdaság:NOUN,pp,egész:ADJ,amod:att,1,71,70
lesz:VERB,pp,gazdaság:NOUN,nmod:obl,3,74,71
hatás:NOUN,pp,negatív:ADJ,amod:att,1,73,72
lesz:VERB,pp,hatás:NOUN,nmod:obl,1,74,73
vezet:VERB,pp,lesz:VERB,conj,-9,65,74
vezetés:NOUN,pp,az:DET,det,2,78,76
vezetés:NOUN,pp,iraki:ADJ,amod:att,1,78,77
függeszt:VERB,pp,vezetés:NOUN,nsubj,2,80,78
függeszt:VERB,pp,azért:ADV,advmod:mode,1,80,79
függeszt:VERB,pp,fel:ADV,compound:preverb,-1,80,81
nyersanyagkivitel:NOUN,pp,a:DET,det,1,83,82
függeszt:VERB,pp,nyersanyagkivitel:NOUN,obj,-3,80,83
határoz:VERB,pp,mert:SCONJ,mark,10,95,85
Tanácsa:PROPN,pp,az:DET,det,3,89,86
Biztonsági:PROPN,pp,ENSZ:PROPN,nmod:att,1,88,87
határoz:VERB,pp,Biztonsági:PROPN,nsubj,7,95,88
Biztonsági:PROPN,pp,Tanácsa:PROPN,flat:name,-1,88,89
hét:NOUN,pp,múlt:ADJ,amod:att,1,91,90
pénteki:ADJ,pp,hét:NOUN,nmod:att,1,92,91
ülés:NOUN,pp,pénteki:ADJ,amod:att,1,93,92
határoz:VERB,pp,ülés:NOUN,nmod:obl,2,95,93
határoz:VERB,pp,úgy:ADV,advmod:mode,1,95,94
függeszt:VERB,pp,határoz:VERB,advcl,-15,80,95
hosszabbít:VERB,pp,hogy:SCONJ,mark,9,106,97
hónap:NOUN,pp,a:DET,det,3,101,98
hónap:NOUN,pp,szokásos:ADJ,amod:att,2,101,99
hónap:NOUN,pp,hat:NUM,nummod,1,101,100
hosszabbít:VERB,pp,hónap:NOUN,obl,5,106,101
hónap:NOUN,pp,helyett:ADP,case,-1,101,102
hét:NOUN,pp,csak:ADV,advmod:mode,2,105,103
hét:NOUN,pp,két:NUM,nummod,1,105,104
hosszabbít:VERB,pp,hét:NOUN,nmod:obl,1,106,105
határoz:VERB,pp,hosszabbít:VERB,ccomp:obl,-11,95,106
hosszabbít:VERB,pp,meg:PART,compound:preverb,-1,106,107
kereskedelem:NOUN,pp,az:DET,det,2,110,108
kereskedelem:NOUN,pp,iraki:ADJ,amod:att,1,110,109
szabályozó:ADJ,pp,kereskedelem:NOUN,obj,1,111,110
program:NOUN,pp,szabályozó:ADJ,amod:att,7,118,111
élelmiszer:NOUN,pp,úgynevezett:ADJ,amod:att,3,116,113
élelmiszer:NOUN,pp,olaj:NOUN,nmod:obl,1,116,115
program:NOUN,pp,élelmiszer:NOUN,nmod:att,2,118,116
hosszabbít:VERB,pp,program:NOUN,obj,-12,106,118
projekt:NOUN,pp,a:DET,det,1,121,120
exportál:VERB,pp,projekt:NOUN,obl,9,130,121
projekt:NOUN,pp,szerint:ADP,case,-1,121,122
állam:NOUN,pp,az:DET,det,2,125,123
állam:NOUN,pp,arab:ADJ,amod:att,1,125,124
exportál:VERB,pp,állam:NOUN,nsubj,5,130,125
exportál:VERB,pp,1996:NUM,advmod:tfrom,4,130,126
meg+határozott:ADJ,pp,félév:ADV,advmod:mode,1,128,127
érték:NOUN,pp,meg+határozott:ADJ,amod:att,1,129,128
exportál:VERB,pp,érték:NOUN,nmod:obl,1,130,129
exportál:VERB,pp,nyersanyag:NOUN,obj,-1,130,131
ásványkincs:NOUN,pp,az:DET,det,1,134,133
értékesítés:NOUN,pp,ásványkincs:NOUN,nmod:att,1,135,134
származó:ADJ,pp,értékesítés:NOUN,nmod:obl,1,136,135
bevétel:NOUN,pp,származó:ADJ,amod:att,1,137,136
gazdálkodik:VERB,pp,bevétel:NOUN,nmod:obl,4,141,137
gazdálkodik:VERB,pp,azonban:CCONJ,cc,3,141,138
ENSZ:PROPN,pp,az:DET,det,1,140,139
gazdálkodik:VERB,pp,ENSZ:PROPN,nsubj,1,141,140
finanszíroz:VERB,pp,ez:PRON,nmod:obl,1,144,143
gazdálkodik:VERB,pp,finanszíroz:VERB,conj,-3,141,144
hadsereg:NOUN,pp,az:DET,det,2,147,145
hadsereg:NOUN,pp,iraki:ADJ,amod:att,1,147,146
támadás:NOUN,pp,hadsereg:NOUN,nmod:att,3,150,147
elleni:ADJ,pp,Kuvait:PROPN,nmod:att,1,149,148
támadás:NOUN,pp,elleni:ADJ,amod:att,1,150,149
keletkezett:ADJ,pp,támadás:NOUN,obl,2,152,150
támadás:NOUN,pp,miatt:ADP,case,-1,150,151
kár:NOUN,pp,keletkezett:ADJ,amod:att,1,153,152
megtérítés:NOUN,pp,kár:NOUN,nmod:att,1,154,153
finanszíroz:VERB,pp,megtérítés:NOUN,obj,-10,144,154
élelmiszer-:NOUN,pp,és:CCONJ,cc,4,159,155
kormány:NOUN,pp,az:DET,det,2,158,156
kormány:NOUN,pp,iraki:ADJ,amod:att,1,158,157
élelmiszer-:NOUN,pp,kormány:NOUN,nmod:att,1,159,158
megtérítés:NOUN,pp,élelmiszer-:NOUN,conj,-5,154,159
gyógyszerbeszerzés:NOUN,pp,és:CCONJ,cc,1,161,160
megtérítés:NOUN,pp,gyógyszerbeszerzés:NOUN,conj,-7,154,161
ad:VERB,pp,Irak:PROPN,nsubj,6,169,163
ad:VERB,pp,eleinte:ADV,advmod:tlocy,5,169,164
ad:VERB,pp,félév:ADV,advmod:tlocy,4,169,165
dollár:NOUN,pp,kétmilliárd:NUM,nummod,1,167,166
érték:NOUN,pp,dollár:NOUN,nmod:att,1,168,167
ad:VERB,pp,érték:NOUN,nmod:obl,1,169,168
ad:VERB,pp,el:ADV,compound:preverb,-1,169,170
ad:VERB,pp,olaj:NOUN,obj,-2,169,171
növel:VERB,pp,későn:ADV,advmod:tlocy,3,176,173
növel:VERB,pp,azonban:CCONJ,cc,2,176,174
növel:VERB,pp,fokozatos:ADJ,amod:mode,1,176,175
ad:VERB,pp,növel:VERB,conj,-7,169,176
növel:VERB,pp,termelés:NOUN,obj,-1,176,177
periódus:NOUN,pp,a:DET,det,2,181,179
periódus:NOUN,pp,legutóbbi:ADJ,amod:att,1,181,180
emelkedik:VERB,pp,periódus:NOUN,nmod:obl,4,185,181
dollár:NOUN,pp,nyolcmilliárd:NUM,nummod,1,183,182
emelkedik:VERB,pp,dollár:NOUN,obl,2,185,183
dollár:NOUN,pp,fölé:ADP,case,-1,183,184
kvóta:NOUN,pp,a:DET,det,1,187,186
emelkedik:VERB,pp,kvóta:NOUN,nsubj,-2,185,187
termel:VERB,pp,így:CCONJ,cc,4,193,189
termel:VERB,pp,Irak:PROPN,nsubj,3,193,190
kapacitás:NOUN,pp,teljes:ADJ,amod:att,1,192,191
termel:VERB,pp,kapacitás:NOUN,nmod:obl,1,193,192
emelkedik:VERB,pp,termel:VERB,conj,-8,185,193
időszak:NOUN,pp,az:DET,det,4,199,195
időszak:NOUN,pp,utolsó:ADJ,amod:att,3,199,196
hónapos:ADJ,pp,hat:NUM,nummod,1,198,197
időszak:NOUN,pp,hónapos:ADJ,amod:att,1,199,198
le+jár:VERB,pp,időszak:NOUN,nsubj,5,204,199
le+jár:VERB,pp,azonban:CCONJ,cc,4,204,200
hét:NOUN,pp,a:DET,det,1,202,201
eleje:NOUN,pp,hét:NOUN,nmod:att,1,203,202
le+jár:VERB,pp,eleje:NOUN,nmod:obl,1,204,203
Repülőtéri:PROPN,pp,a:DET,det,3,209,206
ad:VERB,pp,Légiforgalmi:PROPN,nsubj,10,217,207
Légiforgalmi:PROPN,pp,és:PROPN,flat:name,-1,207,208
Légiforgalmi:PROPN,pp,Repülőtéri:PROPN,flat:name,-2,207,209
Légiforgalmi:PROPN,pp,Igazgatóság:PROPN,flat:name,-3,207,210
Repülőtéri:PROPN,pp,LRI:PROPN,appos,-3,209,212
ad:VERB,pp,szerda:NOUN,nmod:obl,3,217,214
közlemény:NOUN,pp,két:NUM,nummod,1,216,215
ad:VERB,pp,közlemény:NOUN,obj,1,217,216
ad:VERB,pp,ki:ADV,compound:preverb,-1,217,218
kapcsolat:NOUN,pp,cikk:NOUN,nmod:obl,1,220,219
ad:VERB,pp,kapcsolat:NOUN,nmod:obl,-3,217,220
be+számol:VERB,pp,amely:PRON,nmod:obl,1,223,222
cikk:NOUN,pp,be+számol:VERB,acl,-4,219,223
be+számol:VERB,pp,az:PRON,nmod:obl,-1,223,224
van:VERB,pp,hogy:SCONJ,mark,10,236,226
LRI:PROPN,pp,az:DET,det,1,228,227
van:VERB,pp,LRI:PROPN,nmod:obl,8,236,228
vizsgálat:NOUN,pp,a:DET,det,3,232,229
befejeződött:ADJ,pp,nemrég:ADV,advmod:mode,1,231,230
vizsgálat:NOUN,pp,befejeződött:ADJ,amod:att,1,232,231
van:VERB,pp,vizsgálat:NOUN,obl,4,236,232
vizsgálat:NOUN,pp,szerint:ADP,case,-1,232,233
hiba:NOUN,pp,súlyos:ADJ,amod:att,1,235,234
van:VERB,pp,hiba:NOUN,nsubj,1,236,235
be+számol:VERB,pp,van:VERB,ccomp:obl,-13,223,236
át+vesz:VERB,pp,hogy:SCONJ,mark,6,244,238
át+vesz:VERB,pp,április:NOUN,nmod:obl,5,244,239
cég:NOUN,pp,a:DET,det,1,241,240
vezető:NOUN,pp,cég:NOUN,nmod:att,2,243,241
vezető:NOUN,pp,akkori:ADJ,amod:att,1,243,242
át+vesz:VERB,pp,vezető:NOUN,nsubj,1,244,243
van:VERB,pp,át+vesz:VERB,ccomp:pred,-8,236,244
beruházó:ADJ,pp,a:DET,det,2,247,245
beruházó:ADJ,pp,kanadai:ADJ,amod:att,1,247,246
át+vesz:VERB,pp,beruházó:ADJ,amod:obl,-3,244,247
Ferihegyi:PROPN,pp,a:DET,det,1,249,248
terminál:NOUN,pp,Ferihegyi:PROPN,nmod:att,3,252,249
Ferihegyi:PROPN,pp,repülőtér:PROPN,flat:name,-1,249,250
terminál:NOUN,pp,2/B:NOUN,nmod:att,1,252,251
át+vesz:VERB,pp,terminál:NOUN,obj,-8,244,252
jelentés:NOUN,pp,a:DET,det,1,255,254
meg+állapít:VERB,pp,jelentés:NOUN,nsubj,1,256,255
veszélyeztet:VERB,pp,hogy:SCONJ,mark,8,266,258
hiányosság:NOUN,pp,a:DET,det,1,260,259
rész:NOUN,pp,hiányosság:NOUN,nmod:att,2,262,260
rész:NOUN,pp,egy:DET,det,1,262,261
veszélyeztet:VERB,pp,rész:NOUN,nsubj,4,266,262
terminál:NOUN,pp,a:DET,det,1,264,263
üzemeltetés:NOUN,pp,terminál:NOUN,nmod:att,1,265,264
veszélyeztet:VERB,pp,üzemeltetés:NOUN,obj,1,266,265
meg+állapít:VERB,pp,veszélyeztet:VERB,ccomp:obj,-10,256,266
kár:NOUN,pp,az:DET,det,3,271,268
származó:ADJ,pp,ez:PRON,nmod:obl,1,270,269
kár:NOUN,pp,származó:ADJ,amod:att,1,271,270
forint:NOUN,pp,kár:NOUN,nsubj,4,275,271
forint:NOUN,pp,legalább:ADV,advmod:mode,3,275,272
forint:NOUN,pp,több:DET,det,2,275,273
forint:NOUN,pp,százmillió:NUM,nummod,1,275,274
terhel:VERB,pp,ami:PRON,nsubj,3,280,277
állam:NOUN,pp,az:DET,det,1,279,278
terhel:VERB,pp,állam:NOUN,obj,1,280,279
forint:NOUN,pp,terhel:VERB,acl,-5,275,280
tud:VERB,pp,lap:NOUN,nsubj,2,284,282
tud:VERB,pp,úgy:ADV,advmod:mode,1,284,283
miniszter:NOUN,pp,Katona:PROPN,appos,3,289,286
Katona:PROPN,pp,Kálmán:PROPN,flat:name,-1,286,287
miniszter:NOUN,pp,közlekedési:ADJ,amod:att,1,289,288
be+kér:VERB,pp,miniszter:NOUN,nsubj,3,292,289
este:ADV,pp,tegnap:ADV,advmod:mode,1,291,290
be+kér:VERB,pp,este:ADV,advmod:tlocy,1,292,291
tud:VERB,pp,be+kér:VERB,ccomp:obl,-8,284,292
be+kér:VERB,pp,maga:PRON,nmod:obl,-1,292,293
LRI:PROPN,pp,az:DET,det,1,295,294
igazgató:NOUN,pp,LRI:PROPN,nmod:att,1,296,295
be+kér:VERB,pp,igazgató:NOUN,obj,-4,292,296
megy:VERB,pp,de:CCONJ,cc,4,302,298
megy:VERB,pp,Kovács:PROPN,nsubj,3,302,299
Kovács:PROPN,pp,Péter:PROPN,flat:name,-1,299,300
megy:VERB,pp,nem:ADV,advmod,1,302,301
be+kér:VERB,pp,megy:VERB,conj,-10,292,302
megy:VERB,pp,el:ADV,compound:preverb,-1,302,303
miniszter:NOUN,pp,a:DET,det,1,306,305
akar:VERB,pp,miniszter:NOUN,nsubj,2,308,306
ment:VERB,pp,fel:ADV,compound:preverb,2,309,307
akar:VERB,pp,ment:VERB,xcomp,-1,308,309
ment:VERB,pp,Kovács:PROPN,obj,-1,309,310
meg+próbál:VERB,pp,szerda:NOUN,nmod:obl,1,313,312
érintett:NOUN,pp,az:DET,det,1,315,314
beszél:VERB,pp,érintett:NOUN,nmod:obl,1,316,315
meg+próbál:VERB,pp,beszél:VERB,xcomp,-3,313,316
el+zárkózik:VERB,pp,de:CCONJ,cc,2,320,318
el+zárkózik:VERB,pp,mindenki:PRON,nsubj,1,320,319
meg+próbál:VERB,pp,el+zárkózik:VERB,conj,-7,313,320
reagál:VERB,pp,megkeresés:NOUN,nmod:obl,2,324,322
reagál:VERB,pp,nem:ADV,advmod,1,324,323
meg+próbál:VERB,pp,reagál:VERB,conj,-11,313,324
tud:VERB,pp,így:CCONJ,cc,3,329,326
tud:VERB,pp,az:PRON,obj,2,329,327
az:PRON,pp,sem:ADV,advmod,-1,327,328
meg+próbál:VERB,pp,tud:VERB,conj,-16,313,329
tud:VERB,pp,meg+kérdez:VERB,xcomp,-1,329,330
meg+kérdez:VERB,pp,tőle:PRON,nmod:obl,-1,330,331
ismer:VERB,pp,hogy:SCONJ,mark,1,334,333
tud:VERB,pp,ismer:VERB,ccomp:obj,-5,329,334
ismer:VERB,pp,-e:ADV,advmod:que,-1,334,335
jelentés:NOUN,pp,az:DET,det,3,339,336
közölt:ADJ,pp,által:PRON,advmod:mode,1,338,337
jelentés:NOUN,pp,közölt:ADJ,amod:att,1,339,338
foglalt:NOUN,pp,jelentés:NOUN,nmod:obl,1,340,339
ismer:VERB,pp,foglalt:NOUN,obj,-6,334,340
LRI:PROPN,pp,az:DET,det,1,343,342
jut:VERB,pp,LRI:PROPN,nsubj,4,347,343
jut:VERB,pp,szerda:NOUN,nmod:obl,3,347,344
közlemény:NOUN,pp,két:NUM,nummod,1,346,345
jut:VERB,pp,közlemény:NOUN,obj,1,347,346
jut:VERB,pp,el:ADV,compound:preverb,-1,347,348
jut:VERB,pp,szerkesztőség:NOUN,nmod:obl,-2,347,349
első:NOUN,pp,az:DET,det,1,352,351
cáfol:VERB,pp,első:NOUN,nmod:obl,2,354,352
cáfol:VERB,pp,tételes:ADJ,amod:mode,1,354,353
cikk:NOUN,pp,a:DET,det,1,356,355
leírt:NOUN,pp,cikk:NOUN,nmod:obl,1,357,356
cáfol:VERB,pp,leírt:NOUN,obj,-3,354,357
fordul:VERB,pp,és:CCONJ,cc,3,362,359
kérelem:NOUN,pp,helyreigazítási:ADJ,amod:att,1,361,360
fordul:VERB,pp,kérelem:NOUN,nmod:obl,1,362,361
cáfol:VERB,pp,fordul:VERB,conj,-8,354,362
szerkesztőség:NOUN,pp,a:DET,det,1,364,363
fordul:VERB,pp,szerkesztőség:NOUN,nmod:obl,-2,362,364
vissza+von:VERB,pp,ez:PRON,obj,2,368,366
vissza+von:VERB,pp,este:ADV,advmod:tlocy,1,368,367
cég:NOUN,pp,a:DET,det,1,370,369
vissza+von:VERB,pp,cég:NOUN,nsubj,-2,368,370
közlemény:NOUN,pp,a:DET,det,2,374,372
közlemény:NOUN,pp,második:ADJ,amod:att,1,374,373
közöl:VERB,pp,közlemény:NOUN,nmod:obl,2,376,374
közöl:VERB,pp,az:PRON,obj,1,376,375
LRI:PROPN,pp,az:DET,det,1,378,377
közöl:VERB,pp,LRI:PROPN,nsubj,-2,376,378
meg+tesz:VERB,pp,hogy:SCONJ,mark,2,382,380
meg+tesz:VERB,pp,minden:PRON,obj,1,382,381
közöl:VERB,pp,meg+tesz:VERB,ccomp:obj,-6,376,382
utasforgalom:NOUN,pp,az:DET,det,1,384,383
működés:NOUN,pp,utasforgalom:NOUN,nmod:att,5,389,384
közlekedés:NOUN,pp,és:CCONJ,cc,2,387,385
közlekedés:NOUN,pp,légi:ADJ,amod:att,1,387,386
utasforgalom:NOUN,pp,közlekedés:NOUN,conj,-3,384,387
működés:NOUN,pp,zavartalan:ADJ,amod:att,1,389,388
meg+tesz:VERB,pp,működés:NOUN,nmod:obl,-7,382,389
Népszava:PROPN,pp,a:DET,det,1,392,391
megjelent:ADJ,pp,Népszava:PROPN,nmod:obl,1,393,392
írás:NOUN,pp,megjelent:ADJ,amod:att,1,394,393
kapcsolat:NOUN,pp,írás:NOUN,nmod:obl,1,395,394
rendel:VERB,pp,kapcsolat:NOUN,nmod:obl,3,398,395
vizsgálat:NOUN,pp,belső:ADJ,amod:att,1,397,396
rendel:VERB,pp,vizsgálat:NOUN,obj,1,398,397
rendel:VERB,pp,el:ADV,compound:preverb,-1,398,399
vizsgálat:NOUN,pp,a:DET,det,1,402,401
befejezés:NOUN,pp,vizsgálat:NOUN,nmod:att,1,403,402
nyilatkozik:VERB,pp,befejezés:NOUN,nmod:obl,2,405,403
nyilatkozik:VERB,pp,nem:ADV,advmod,1,405,404
tájékozódik:VERB,pp,s:CCONJ,cc,3,410,407
eredmény:NOUN,pp,az:PRON,nmod:att,1,409,408
tájékozódik:VERB,pp,eredmény:NOUN,nmod:obl,1,410,409
nyilatkozik:VERB,pp,tájékozódik:VERB,conj,-5,405,410
nyilvánosság:NOUN,pp,a:DET,det,1,412,411
tájékozódik:VERB,pp,nyilvánosság:NOUN,obj,-2,410,412
ügyész:NOUN,pp,a:DET,det,2,416,414
ügyész:NOUN,pp,fő:ADJ,amod:att,1,416,415
meghallgatás:NOUN,pp,ügyész:NOUN,nmod:att,4,420,416
ügyész:NOUN,pp,Györgyi:PROPN,appos,-2,416,418
Györgyi:PROPN,pp,Kálmán:PROPN,flat:name,-1,418,419
meg+kezd:VERB,pp,meghallgatás:NOUN,nmod:obl,6,426,420
képviselő:NOUN,pp,kisgazda:NOUN,nmod:att,1,423,422
meg+kezd:VERB,pp,képviselő:NOUN,obl,3,426,423
képviselő:NOUN,pp,nélkül:ADP,case,-1,423,424
meg+kezd:VERB,pp,ma:ADV,advmod:tlocy,1,426,425
meg+kezd:VERB,pp,munka:NOUN,obj,-1,426,427
olajügy:NOUN,pp,az:DET,det,1,429,428
vizsgáló:ADJ,pp,olajügy:NOUN,obj,1,430,429
testület:NOUN,pp,vizsgáló:ADJ,amod:att,2,432,430
testület:NOUN,pp,parlamenti:ADJ,amod:att,1,432,431
meg+kezd:VERB,pp,testület:NOUN,nsubj,-6,426,432
ülés:NOUN,pp,a:DET,det,2,436,434
ülés:NOUN,pp,zárt:ADJ,amod:att,1,436,435
ismer:VERB,pp,ülés:NOUN,nmod:obl,9,445,436
ismer:VERB,pp,Györgyi:PROPN,nsubj,8,445,437
dokumentum:NOUN,pp,az:DET,det,6,444,438
hónap:NOUN,pp,az:DET,det,3,442,439
hónap:NOUN,pp,elmúlt:ADJ,amod:att,2,442,440
hónap:NOUN,pp,egy:NUM,nummod,1,442,441
készített:ADJ,pp,hónap:NOUN,nmod:obl,1,443,442
dokumentum:NOUN,pp,készített:ADJ,amod:att,1,444,443
ismer:VERB,pp,dokumentum:NOUN,obj,1,445,444
állít:VERB,pp,amely:PRON,obj,10,457,447
miniszterelnök:NOUN,pp,Orbán:PROPN,nmod:att,2,450,448
Orbán:PROPN,pp,Viktor:PROPN,flat:name,-1,448,449
kérés:NOUN,pp,miniszterelnök:NOUN,nmod:att,3,453,450
25-i:ADJ,pp,október:NOUN,nmod:att,1,452,451
kérés:NOUN,pp,25-i:ADJ,amod:att,1,453,452
alap:NOUN,pp,kérés:NOUN,nmod:att,1,454,453
állít:VERB,pp,alap:NOUN,nmod:obl,3,457,454
Országgyűlés:PROPN,pp,az:DET,det,1,456,455
állít:VERB,pp,Országgyűlés:PROPN,iobj,1,457,456
dokumentum:NOUN,pp,állít:VERB,acl,-13,444,457
állít:VERB,pp,össze:ADV,compound:preverb,-1,457,458
el+mond:VERB,pp,Buza:PROPN,nsubj,9,469,460
Buza:PROPN,pp,Attila:PROPN,flat:name,-1,460,461
albizottság:NOUN,pp,az:DET,det,1,464,463
elnök:NOUN,pp,albizottság:NOUN,nmod:att,2,466,464
elnök:NOUN,pp,fideszes:ADJ,amod:att,1,466,465
Buza:PROPN,pp,elnök:NOUN,appos,-6,460,466
kérdés:NOUN,pp,lap:NOUN,nmod:att,1,468,467
el+mond:VERB,pp,kérdés:NOUN,nmod:obl,1,469,468
munka:NOUN,pp,Györgyi:PROPN,nmod:att,2,473,471
munka:NOUN,pp,eddigi:ADJ,amod:att,1,473,472
fér:VERB,pp,munka:NOUN,nmod:obl,3,476,473
fér:VERB,pp,kétség:NOUN,nsubj,2,476,474
fér:VERB,pp,sem:ADV,advmod,1,476,475
el+mond:VERB,pp,fér:VERB,ccomp:obj,-7,469,476
kér:VERB,pp,ezért:ADV,advmod:mode,1,479,478
fér:VERB,pp,kér:VERB,conj,-3,476,479
kér:VERB,pp,meg:PART,compound:preverb,-1,479,480
számol:VERB,pp,hogy:SCONJ,mark,1,483,482
kér:VERB,pp,számol:VERB,ccomp:obl,-4,479,483
számol:VERB,pp,be:ADV,compound:preverb,-1,483,484
dokumentum:NOUN,pp,az:DET,det,2,487,485
dokumentum:NOUN,pp,elkészített:ADJ,amod:att,1,487,486
tartalom:NOUN,pp,dokumentum:NOUN,nmod:att,1,488,487
számol:VERB,pp,tartalom:NOUN,nmod:obl,-5,483,488
év:NOUN,pp,az:DET,det,3,493,490
év:NOUN,pp,elmúlt:ADJ,amod:att,2,493,491
év:NOUN,pp,tíz:NUM,nummod,1,493,492
jogszabály:NOUN,pp,év:NOUN,nmod:att,1,494,493
hiba:NOUN,pp,jogszabály:NOUN,nmod:att,1,495,494
tartalom:NOUN,pp,hiba:NOUN,conj,-7,488,495
olajügy:NOUN,pp,az:DET,det,1,498,497
kiváltó:ADJ,pp,olajügy:NOUN,obj,1,499,498
joghézag:NOUN,pp,kiváltó:ADJ,amod:att,1,500,499
tartalom:NOUN,pp,joghézag:NOUN,conj,-12,488,500
eredmény:NOUN,pp,és:CCONJ,cc,3,504,501
eljárás:NOUN,pp,az:DET,det,1,503,502
eredmény:NOUN,pp,eljárás:NOUN,nmod:att,1,504,503
tartalom:NOUN,pp,eredmény:NOUN,conj,-16,488,504
Független:PROPN,pp,a:DET,det,1,507,506
delegál:VERB,pp,Független:PROPN,nsubj,5,512,507
Független:PROPN,pp,Kisgazdapárt:PROPN,flat:name,-1,507,508
albizottság:NOUN,pp,az:DET,det,1,510,509
delegál:VERB,pp,albizottság:NOUN,nmod:obl,2,512,510
delegál:VERB,pp,nem:ADV,advmod,1,512,511
képviselő:NOUN,pp,egyetlen:ADJ,amod:att,1,514,513
delegál:VERB,pp,képviselő:NOUN,obj,-2,512,514
képviselő:NOUN,pp,sem:ADV,advmod,-1,514,515
kell:VERB,pp,mert:SCONJ,mark,11,528,517
FKGP:PROPN,pp,az:DET,det,1,519,518
vizsgál:VERB,pp,FKGP:PROPN,obl,10,529,519
FKGP:PROPN,pp,szerint:ADP,case,-1,519,520
ügy:NOUN,pp,ez:DET,det,2,523,521
ügy:NOUN,pp,az:DET,det,1,523,522
vizsgál:VERB,pp,ügy:NOUN,obj,6,529,523
testület:NOUN,pp,egy:DET,det,3,527,524
testület:NOUN,pp,külön:ADJ,amod:att,2,527,525
testület:NOUN,pp,parlamenti:ADJ,amod:att,1,527,526
