SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
землꙗ:NOUN,pp,бꙑти:VERB,orphan,-3,205,208
подъножиѥ:NOUN,pp,нога:NOUN,nmod,-2,207,209
нога:NOUN,pp,и:PRON,det,-1,209,210
небо:NOUN,pp,ни:CCONJ,cc,-12,199,211
небо:NOUN,pp,иѥроусалимъ:PROPN,orphan,-13,199,212
бꙑти:VERB,pp,ꙗко:SCONJ,mark,2,215,213
бꙑти:VERB,pp,градъ:NOUN,xcomp,1,215,214
иѥроусалимъ:PROPN,pp,бꙑти:VERB,orphan,-3,212,215
цѣсарь:NOUN,pp,великъ:ADJ,amod,1,217,216
градъ:NOUN,pp,цѣсарь:NOUN,nmod,-3,214,217
клѧти:VERB,pp,ни:CCONJ,cc,3,221,218
клѧти:VERB,pp,глава:NOUN,obl,2,221,219
глава:NOUN,pp,свои:ADJ,nmod,-1,219,220
клѧти:VERB,pp,себе:AUX,aux,-1,221,222
мощи:VERB,pp,ꙗко:SCONJ,mark,2,225,223
мощи:VERB,pp,не:ADV,advmod,1,225,224
клѧти:VERB,pp,мощи:VERB,advcl,-4,221,225
сътворити:VERB,pp,власъ:NOUN,obj,5,231,226
власъ:NOUN,pp,ѥдинъ:NUM,nummod,-1,226,227
сътворити:VERB,pp,бѣлъ:ADJ,xcomp,3,231,228
бѣлъ:ADJ,pp,ли:CCONJ,cc,-1,228,229
бѣлъ:ADJ,pp,чрьнъ:ADJ,conj,-2,228,230
мощи:VERB,pp,сътворити:VERB,xcomp,-6,225,231
бꙑти:VERB,pp,же:ADV,discourse,-1,232,233
бꙑти:VERB,pp,слово:NOUN,nsubj,-2,232,234
слово:NOUN,pp,вашь:ADJ,nmod,-1,234,235
бꙑти:VERB,pp,еи:INTJ,xcomp,-4,232,236
еи:INTJ,pp,еи:INTJ,conj,-1,236,237
еи:INTJ,pp,и:CCONJ,cc,-2,236,238
еи:INTJ,pp,ни:INTJ,conj,-3,236,239
ни:INTJ,pp,ни:INTJ,conj,-1,239,240
бꙑти:VERB,pp,лихъ:ADJ,nsubj,5,246,241
бꙑти:VERB,pp,бо:ADV,discourse,4,246,242
лихъ:ADJ,pp,сь:ADJ,iobj,-2,241,243
неприꙗзнь:NOUN,pp,отъ:ADP,case,1,245,244
бꙑти:VERB,pp,неприꙗзнь:NOUN,xcomp,1,246,245
око:NOUN,pp,за:ADP,case,1,249,248
око:NOUN,pp,око:NOUN,obl,-2,247,249
око:NOUN,pp,и:CCONJ,cc,-3,247,250
око:NOUN,pp,зѫбъ:NOUN,conj,-4,247,251
зѫбъ:NOUN,pp,за:ADP,case,1,253,252
зѫбъ:NOUN,pp,зѫбъ:NOUN,orphan,-2,251,253
глаголати:VERB,pp,азъ:PRON,nsubj,2,256,254
глаголати:VERB,pp,же:ADV,discourse,1,256,255
глаголати:VERB,pp,вꙑ:PRON,iobj,-1,256,257
противити:VERB,pp,не:ADV,advmod,1,259,258
глаголати:VERB,pp,противити:VERB,xcomp,-3,256,259
противити:VERB,pp,себе:AUX,aux,-1,259,260
противити:VERB,pp,зълъ:ADJ,iobj,-2,259,261
обратити:VERB,pp,нъ:CCONJ,cc,8,270,262
оударити:VERB,pp,аще:SCONJ,mark,3,266,263
оударити:VERB,pp,къто:ADJ,nsubj,2,266,264
оударити:VERB,pp,тꙑ:PRON,obj,1,266,265
обратити:VERB,pp,оударити:VERB,advcl,4,270,266
ланита:NOUN,pp,въ:ADP,case,2,269,267
ланита:NOUN,pp,деснъ:ADJ,amod,1,269,268
оударити:VERB,pp,ланита:NOUN,obl,-3,266,269
обратити:VERB,pp,и:PRON,iobj,-1,270,271
дроугъ:ADJ,pp,и:ADV,advmod,1,273,272
обратити:VERB,pp,дроугъ:ADJ,obj,-3,270,273
отъпоустити:VERB,pp,и:CCONJ,cc,10,284,274
и:PRON,pp,хотѣти:VERB,acl,10,285,275
приѩти:VERB,pp,сѫдъ:NOUN,obj,1,277,276
хотѣти:VERB,pp,приѩти:VERB,xcomp,-2,275,277
тꙑ:PRON,pp,съ:ADP,case,1,279,278
приѩти:VERB,pp,тꙑ:PRON,obl,-2,277,279
приѩти:VERB,pp,и:CCONJ,cc,-3,277,280
възѧти:VERB,pp,риза:NOUN,obj,2,283,281
риза:NOUN,pp,твои:ADJ,nmod,-1,281,282
приѩти:VERB,pp,възѧти:VERB,conj,-6,277,283
отъпоустити:VERB,pp,и:PRON,iobj,-1,284,285
срачица:NOUN,pp,и:ADV,advmod,1,287,286
отъпоустити:VERB,pp,срачица:NOUN,obj,-3,284,287
срачица:NOUN,pp,твои:ADJ,nmod,-1,287,288
ити:VERB,pp,и:CCONJ,cc,9,298,289
поѩти:VERB,pp,аще:SCONJ,mark,2,292,290
поѩти:VERB,pp,къто:ADJ,nsubj,1,292,291
ити:VERB,pp,поѩти:VERB,advcl,6,298,292
поѩти:VERB,pp,тꙑ:PRON,obj,-1,292,293
сила:NOUN,pp,по:ADP,case,1,295,294
поѩти:VERB,pp,сила:NOUN,obl,-3,292,295
поѩти:VERB,pp,попьрище:NOUN,xcomp,-4,292,296
попьрище:NOUN,pp,ѥдинъ:NUM,nummod,-1,296,297
и:PRON,pp,съ:ADP,case,1,300,299
ити:VERB,pp,и:PRON,obl,-2,298,300
ити:VERB,pp,дъва:NUM,obl,-3,298,301
даꙗти:VERB,pp,просити:VERB,advcl,3,305,302
тꙑ:PRON,pp,оу:ADP,case,1,304,303
просити:VERB,pp,тꙑ:PRON,obl,-2,302,304
даꙗти:VERB,pp,и:CCONJ,cc,-1,305,306
отъвратити:VERB,pp,хотѣти:VERB,obj,5,312,307
тꙑ:PRON,pp,отъ:ADP,case,1,309,308
заѩти:VERB,pp,тꙑ:PRON,obl,1,310,309
хотѣти:VERB,pp,заѩти:VERB,xcomp,-3,307,310
отъвратити:VERB,pp,не:ADV,advmod,1,312,311
даꙗти:VERB,pp,отъвратити:VERB,conj,-7,305,312
възлюбити:VERB,pp,искрьнии:ADJ,obj,-1,313,314
искрьнии:ADJ,pp,свои:ADJ,nmod,-1,314,315
възлюбити:VERB,pp,и:CCONJ,cc,-3,313,316
възлюбити:VERB,pp,възненавидѣти:VERB,conj,-4,313,317
възненавидѣти:VERB,pp,врагъ:NOUN,obj,-1,317,318
врагъ:NOUN,pp,свои:ADJ,nmod,-1,318,319
молити:VERB,pp,и:CCONJ,cc,1,321,320
творити:VERB,pp,за:ADP,case,1,323,322
молити:VERB,pp,творити:VERB,obl,-2,321,323
творити:VERB,pp,вꙑ:PRON,iobj,-1,323,324
творити:VERB,pp,напасть:NOUN,obj,-2,323,325
творити:VERB,pp,и:CCONJ,cc,-3,323,326
творити:VERB,pp,изгонити:VERB,conj,-4,323,327
изгонити:VERB,pp,вꙑ:PRON,obj,-1,327,328
бꙑти:VERB,pp,да:SCONJ,mark,1,330,329
молити:VERB,pp,бꙑти:VERB,advcl,-9,321,330
бꙑти:VERB,pp,сꙑнъ#1:NOUN,xcomp,-1,330,331
сꙑнъ#1:NOUN,pp,отьць:NOUN,nmod,-1,331,332
отьць:NOUN,pp,вашь:ADJ,nmod,-1,332,333
бꙑти:VERB,pp,иже:PRON,nsubj,1,335,334
отьць:NOUN,pp,бꙑти:VERB,acl,-3,332,335
небо:NOUN,pp,на:ADP,case,1,337,336
бꙑти:VERB,pp,небо:NOUN,xcomp,-2,335,337
сиꙗти:VERB,pp,ꙗко:SCONJ,mark,3,341,338
сиꙗти:VERB,pp,слъньце:NOUN,obj,2,341,339
слъньце:NOUN,pp,свои:ADJ,nmod,-1,339,340
бꙑти:VERB,pp,сиꙗти:VERB,advcl,-11,330,341
зълъ:ADJ,pp,на:ADP,case,1,343,342
сиꙗти:VERB,pp,зълъ:ADJ,obl,-2,341,343
зълъ:ADJ,pp,и:CCONJ,cc,-1,343,344
зълъ:ADJ,pp,благъ:ADJ,conj,-2,343,345
сиꙗти:VERB,pp,и:CCONJ,cc,-5,341,346
сиꙗти:VERB,pp,дъждити:VERB,conj,-6,341,347
правьдьнъ:ADJ,pp,на:ADP,case,1,349,348
дъждити:VERB,pp,правьдьнъ:ADJ,obl,-2,347,349
правьдьнъ:ADJ,pp,и:CCONJ,cc,-1,349,350
неправьдьнъ:ADJ,pp,на:ADP,case,1,352,351
правьдьнъ:ADJ,pp,неправьдьнъ:ADJ,conj,-3,349,352
любити:VERB,pp,аще:SCONJ,mark,2,355,353
имѣти:VERB,pp,бо:ADV,discourse,6,360,354
имѣти:VERB,pp,любити:VERB,advcl,5,360,355
любити:VERB,pp,любити:VERB,obj,-1,355,356
любити:VERB,pp,вꙑ:PRON,obj,-1,356,357
мьзда:NOUN,pp,кꙑи:PRON,det,1,359,358
имѣти:VERB,pp,мьзда:NOUN,obj,1,360,359
творити:VERB,pp,не:ADV,advmod,5,366,361
мꙑтарь:NOUN,pp,и:ADV,advmod,1,363,362
творити:VERB,pp,мꙑтарь:NOUN,nsubj,3,366,363
творити:VERB,pp,ли:ADV,advmod,2,366,364
творити:VERB,pp,тъжде:ADJ,obj,1,366,365
творити:VERB,pp,и:CCONJ,cc,8,375,367
цѣловати:VERB,pp,аще:SCONJ,mark,1,369,368
творити:VERB,pp,цѣловати:VERB,advcl,6,375,369
цѣловати:VERB,pp,дроугъ:NOUN,obj,-1,369,370
дроугъ:NOUN,pp,вашь:ADJ,nmod,-1,370,371
дроугъ:NOUN,pp,тъкъмо#1:ADV,advmod,-2,370,372
лихъ:ADJ,pp,чьто:PRON,det,1,374,373
творити:VERB,pp,лихъ:ADJ,obj,1,375,374
творити:VERB,pp,не:ADV,advmod,5,381,376
мꙑтарь:NOUN,pp,и:ADV,advmod,1,378,377
творити:VERB,pp,мꙑтарь:NOUN,nsubj,3,381,378
творити:VERB,pp,ли:ADV,advmod,2,381,379
творити:VERB,pp,тако:ADV,advmod,1,381,380
бꙑти:VERB,pp,оубо:ADV,discourse,-1,382,383
бꙑти:VERB,pp,вꙑ:PRON,nsubj,-2,382,384
бꙑти:VERB,pp,съврьшенъ:ADJ,xcomp,-3,382,385
бꙑти:VERB,pp,ꙗко:ADV,advmod,6,392,386
отьць:NOUN,pp,и:ADV,advmod,1,388,387
бꙑти:VERB,pp,отьць:NOUN,nsubj,4,392,388
отьць:NOUN,pp,вашь:ADJ,nmod,-1,388,389
отьць:NOUN,pp,небесьскъ:ADJ,amod,-2,388,390
бꙑти:VERB,pp,съврьшенъ:ADJ,xcomp,1,392,391
бꙑти:VERB,pp,бꙑти:VERB,advcl,-10,382,392
творити:VERB,pp,милостꙑни:NOUN,obj,3,397,394
милостꙑни:NOUN,pp,вашь:ADJ,nmod,-1,394,395
творити:VERB,pp,не:ADV,advmod,1,397,396
вънимати:VERB,pp,творити:VERB,xcomp,-4,393,397
чловѣкъ:NOUN,pp,прѣдъ:ADP,case,1,399,398
творити:VERB,pp,чловѣкъ:NOUN,obl,-2,397,399
бꙑти:VERB,pp,да:SCONJ,mark,2,402,400
бꙑти:VERB,pp,видѣти:VERB,xcomp,1,402,401
творити:VERB,pp,бꙑти:VERB,advcl,-5,397,402
видѣти:VERB,pp,и:PRON,obl:agent,-2,401,403
ни:ADV,pp,аще:SCONJ,mark,3,407,404
имѣти:VERB,pp,ли:ADV,discourse,5,410,405
имѣти:VERB,pp,же:ADV,discourse,4,410,406
имѣти:VERB,pp,ни:ADV,advmod,3,410,407
имѣти:VERB,pp,мьзда:NOUN,obj,2,410,408
имѣти:VERB,pp,не:ADV,advmod,1,410,409
отьць:NOUN,pp,отъ:ADP,case,1,412,411
имѣти:VERB,pp,отьць:NOUN,obl,-2,410,412
отьць:NOUN,pp,вашь:ADJ,nmod,-1,412,413
бꙑти:VERB,pp,иже:PRON,nsubj,1,415,414
отьць:NOUN,pp,бꙑти:VERB,acl,-3,412,415
небо:NOUN,pp,на:ADP,case,1,417,416
бꙑти:VERB,pp,небо:NOUN,xcomp,-2,415,417
творити:VERB,pp,ѥгда:ADV,advmod,2,420,418
въстрѫбити:VERB,pp,оубо:ADV,discourse,4,423,419
въстрѫбити:VERB,pp,творити:VERB,advcl,3,423,420
творити:VERB,pp,милостꙑни:NOUN,obj,-1,420,421
въстрѫбити:VERB,pp,не:ADV,advmod,1,423,422
себе:PRON,pp,прѣдъ:ADP,case,1,425,424
въстрѫбити:VERB,pp,себе:PRON,obl,-2,423,425
творити:VERB,pp,ꙗко:ADV,advmod,2,428,426
творити:VERB,pp,ѵпокритъ:NOUN,nsubj,1,428,427
въстрѫбити:VERB,pp,творити:VERB,advcl,-5,423,428
съньмище:NOUN,pp,въ:ADP,case,1,430,429
творити:VERB,pp,съньмище:NOUN,obl,-2,428,430
съньмище:NOUN,pp,и:CCONJ,cc,-1,430,431
стьгна:NOUN,pp,въ:ADP,case,1,433,432
съньмище:NOUN,pp,стьгна:NOUN,conj,-3,430,433
прославити:VERB,pp,да:SCONJ,mark,1,435,434
творити:VERB,pp,прославити:VERB,advcl,-7,428,435
прославити:VERB,pp,себе:AUX,aux,-1,435,436
чловѣкъ:NOUN,pp,отъ:ADP,case,1,438,437
прославити:VERB,pp,чловѣкъ:NOUN,obl:agent,-3,435,438
творити:VERB,pp,тꙑ:PRON,nsubj,2,441,439
чоути:VERB,pp,же:ADV,discourse,5,445,440
чоути:VERB,pp,творити:VERB,advcl,4,445,441
творити:VERB,pp,милостꙑни:NOUN,obj,-1,441,442
чоути:VERB,pp,да:ADV,advmod,2,445,443
чоути:VERB,pp,не:ADV,advmod,1,445,444
чоути:VERB,pp,шоуица:NOUN,nsubj,-1,445,446
шоуица:NOUN,pp,твои:ADJ,nmod,-1,446,447
творити:VERB,pp,чьто:PRON,obj,1,449,448
чоути:VERB,pp,творити:VERB,ccomp,-4,445,449
творити:VERB,pp,десница:NOUN,nsubj,-1,449,450
десница:NOUN,pp,твои:ADJ,nmod,-1,450,451
бꙑти:VERB,pp,да:SCONJ,mark,1,453,452
чоути:VERB,pp,бꙑти:VERB,advcl,-8,445,453
бꙑти:VERB,pp,милостꙑни:NOUN,nsubj,-1,453,454
милостꙑни:NOUN,pp,твои:ADJ,nmod,-1,454,455
таина:NOUN,pp,въ:ADP,case,1,457,456
бꙑти:VERB,pp,таина:NOUN,xcomp,-4,453,457
бꙑти:VERB,pp,и:CCONJ,cc,-5,453,458
въздати:VERB,pp,отьць:NOUN,nsubj,5,464,459
отьць:NOUN,pp,твои:ADJ,nmod,-1,459,460
отьць:NOUN,pp,видѣти:VERB,acl,-2,459,461
таина:NOUN,pp,въ:ADP,case,1,463,462
видѣти:VERB,pp,таина:NOUN,obl,-2,461,463
бꙑти:VERB,pp,въздати:VERB,conj,-11,453,464
въздати:VERB,pp,тꙑ:PRON,iobj,-1,464,465
въздати:VERB,pp,авѣ:ADV,advmod,-2,464,466
бꙑти:VERB,pp,и:CCONJ,cc,5,472,467
молити:VERB,pp,ѥгда:ADV,advmod,1,469,468
бꙑти:VERB,pp,молити:VERB,advcl,3,472,469
молити:VERB,pp,себе:AUX,aux,-1,469,470
бꙑти:VERB,pp,не:ADV,advmod,1,472,471
бꙑти:VERB,pp,ꙗко#1:ADV,xcomp,-1,472,473
лицемѣръ:NOUN,pp,и:ADV,advmod,1,475,474
ꙗко#1:ADV,pp,лицемѣръ:NOUN,nsubj,-2,473,475
любити:VERB,pp,ꙗко#2:ADV,discourse,1,477,476
съньмище:NOUN,pp,на:ADP,case,1,479,478
стоꙗти:VERB,pp,съньмище:NOUN,obl,7,486,479
съньмище:NOUN,pp,и:CCONJ,cc,-1,479,480
стьгна:NOUN,pp,въ:ADP,case,1,482,481
