SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
us-leiþan:VERB,pp,ni:ADV,advmod,1,54,53
witoþ:NOUN,pp,af:ADP,case,1,56,55
us-leiþan:VERB,pp,witoþ:NOUN,obl,-2,54,56
wairþan:VERB,pp,unte:SCONJ,mark,2,59,57
wairþan:VERB,pp,alls:ADJ,nsubj,1,59,58
us-leiþan:VERB,pp,wairþan:VERB,advcl,-5,54,59
ga-tairan:VERB,pp,iþ:CCONJ,cc,3,63,60
ga-tairan:VERB,pp,saei:PRON,nsubj,2,63,61
ga-tairan:VERB,pp,nu:ADV,discourse,1,63,62
haitan:VERB,pp,ga-tairan:VERB,nsubj:pass,10,73,63
ga-tairan:VERB,pp,ains:NUM,obj,-1,63,64
ains:NUM,pp,anabusns:NOUN,nmod,-1,64,65
anabusns:NOUN,pp,sa:DET,det,-1,65,66
anabusns:NOUN,pp,minnists:ADJ,amod,-2,65,67
ga-tairan:VERB,pp,jah:CCONJ,cc,-5,63,68
ga-tairan:VERB,pp,laisjan:VERB,conj,-6,63,69
laisjan:VERB,pp,swa:ADV,advmod,-1,69,70
laisjan:VERB,pp,manna#2:NOUN,obj,-2,69,71
haitan:VERB,pp,minnists:ADJ,xcomp,1,73,72
þiudangardi:NOUN,pp,in:ADP,case,1,75,74
haitan:VERB,pp,þiudangardi:NOUN,obl,-2,73,75
þiudangardi:NOUN,pp,himins:NOUN,nmod,-1,75,76
haitan:VERB,pp,iþ:CCONJ,cc,8,85,77
taujan:VERB,pp,saei:PRON,nsubj,1,79,78
sah:ADJ,pp,taujan:VERB,acl,4,83,79
taujan:VERB,pp,jah:CCONJ,cc,-1,79,80
taujan:VERB,pp,laisjan:VERB,conj,-2,79,81
laisjan:VERB,pp,swa:ADV,advmod,-1,81,82
haitan:VERB,pp,sah:ADJ,nsubj:pass,2,85,83
haitan:VERB,pp,mikils:ADJ,xcomp,1,85,84
þiudangardi:NOUN,pp,in:ADP,case,1,87,86
haitan:VERB,pp,þiudangardi:NOUN,obl,-2,85,87
þiudangardi:NOUN,pp,himins:NOUN,nmod,-1,87,88
qiþan:VERB,pp,auk:ADV,discourse,-1,89,90
qiþan:VERB,pp,jūs:PRON,iobj,-2,89,91
qiman:VERB,pp,þatei:SCONJ,mark,13,105,92
wairþan:VERB,pp,nibai:SCONJ,mark,2,95,93
wairþan:VERB,pp,manags:ADJ,xcomp,1,95,94
qiman:VERB,pp,wairþan:VERB,ccomp,10,105,95
garaihteins:NOUN,pp,izwar:ADJ,nmod,1,97,96
wairþan:VERB,pp,garaihteins:NOUN,nsubj,-2,95,97
manags:ADJ,pp,þau:ADV,advmod,-4,94,98
bokareis:NOUN,pp,sa:DET,det,1,100,99
þau:ADV,pp,bokareis:NOUN,nmod,-2,98,100
bokareis:NOUN,pp,jah:CCONJ,cc,-1,100,101
bokareis:NOUN,pp,Fareisaius:NOUN,conj,-2,100,102
qiman:VERB,pp,ni:ADV,advmod,2,105,103
qiman:VERB,pp,þau:ADV,advmod,1,105,104
qiþan:VERB,pp,qiman:VERB,ccomp,-16,89,105
þiudangardi:NOUN,pp,in:ADP,case,1,107,106
qiman:VERB,pp,þiudangardi:NOUN,obl,-2,105,107
þiudangardi:NOUN,pp,himins:NOUN,nmod,-1,107,108
wisan#1:VERB,pp,þatei:SCONJ,mark,2,112,110
wisan#1:VERB,pp,qiþan:VERB,xcomp,1,112,111
hausjan:VERB,pp,wisan#1:VERB,ccomp,-3,109,112
airizans:ADJ,pp,sa:DET,det,1,114,113
qiþan:VERB,pp,airizans:ADJ,iobj,-3,111,114
wairþan:VERB,pp,iþ:CCONJ,cc,4,119,115
maurþrjan:VERB,pp,saei:PRON,nsubj,1,117,116
wairþan:VERB,pp,maurþrjan:VERB,nsubj,2,119,117
wairþan:VERB,pp,skula:NOUN,xcomp,1,119,118
skula:NOUN,pp,staua#1:NOUN,nmod,-2,118,120
qiþan:VERB,pp,aþþan:CCONJ,cc,2,123,121
qiþan:VERB,pp,ik:PRON,nsubj,1,123,122
qiþan:VERB,pp,jūs:PRON,iobj,-1,123,124
wairþan:VERB,pp,þatei:SCONJ,mark,7,132,125
modags:ADJ,pp,ƕazuh:DET,det,1,127,126
wairþan:VERB,pp,modags:ADJ,nsubj,5,132,127
modags:ADJ,pp,broþar:NOUN,iobj,-1,127,128
broþar:NOUN,pp,*seins:ADJ,nmod,-1,128,129
modags:ADJ,pp,sware:ADV,advmod,-3,127,130
wairþan:VERB,pp,skula:NOUN,xcomp,1,132,131
qiþan:VERB,pp,wairþan:VERB,ccomp,-9,123,132
skula:NOUN,pp,staua#1:NOUN,nmod,-2,131,133
wairþan:VERB,pp,iþ:CCONJ,cc,7,141,134
qiþan:VERB,pp,saei:PRON,nsubj,1,136,135
wairþan:VERB,pp,qiþan:VERB,acl,5,141,136
qiþan:VERB,pp,broþar:NOUN,iobj,-1,136,137
broþar:NOUN,pp,*seins:ADJ,nmod,-1,137,138
qiþan:VERB,pp,raka:X,obj,-3,136,139
wairþan:VERB,pp,skula:NOUN,xcomp,1,141,140
skula:NOUN,pp,gaqumþs:NOUN,nmod,-2,140,142
wairþan:VERB,pp,aþþan:CCONJ,cc,5,148,143
qiþan:VERB,pp,saei:PRON,nsubj,1,145,144
wairþan:VERB,pp,qiþan:VERB,acl,3,148,145
qiþan:VERB,pp,dwals:ADJ,obj,-1,145,146
wairþan:VERB,pp,skula:NOUN,xcomp,1,148,147
gaiainna:NOUN,pp,in:ADP,case,1,150,149
skula:NOUN,pp,gaiainna:NOUN,nmod,-3,147,150
gaiainna:NOUN,pp,fon:NOUN,nmod,-1,150,151
bairan:VERB,pp,jabai:SCONJ,mark,2,154,152
af-letan:VERB,pp,nu:ADV,discourse,16,169,153
af-letan:VERB,pp,bairan:VERB,advcl,15,169,154
bairan:VERB,pp,aibr:NOUN,obj,-1,154,155
aibr:NOUN,pp,þeins:ADJ,nmod,-1,155,156
hunslastaþs:NOUN,pp,du:ADP,case,1,158,157
bairan:VERB,pp,hunslastaþs:NOUN,obl,-4,154,158
bairan:VERB,pp,jah:CCONJ,cc,-5,154,159
ga-munan:VERB,pp,jainar:ADV,advmod,1,161,160
bairan:VERB,pp,ga-munan:VERB,conj,-7,154,161
haban:VERB,pp,þatei:SCONJ,mark,3,165,162
haban:VERB,pp,broþar:NOUN,nsubj,2,165,163
broþar:NOUN,pp,þeins:ADJ,nmod,-1,163,164
ga-munan:VERB,pp,haban:VERB,ccomp,-4,161,165
haban:VERB,pp,ƕas:ADJ,obj,-1,165,166
þu:PRON,pp,bi:ADP,case,1,168,167
ƕas:ADJ,pp,þu:PRON,det,-2,166,168
af-letan:VERB,pp,jainar:ADV,advmod,-1,169,170
giba:NOUN,pp,sa:DET,det,1,172,171
af-letan:VERB,pp,giba:NOUN,obj,-3,169,172
giba:NOUN,pp,þeins:ADJ,nmod,-1,172,173
andwairþi:NOUN,pp,in:ADP,case,1,175,174
jainar:ADV,pp,andwairþi:NOUN,appos,-5,170,175
andwairþi:NOUN,pp,hunslastaþs:NOUN,nmod,-1,175,176
af-letan:VERB,pp,jah:CCONJ,cc,-8,169,177
af-letan:VERB,pp,gaggan:VERB,conj,-9,169,178
gaggan:VERB,pp,faurþis:ADV,advmod,-1,178,179
gaggan:VERB,pp,ga-sibjon:VERB,advcl,-2,178,180
ga-sibjon:VERB,pp,broþar:NOUN,iobj,-1,180,181
broþar:NOUN,pp,þeins:ADJ,nmod,-1,181,182
at-bairan:VERB,pp,jah:CCONJ,cc,3,186,183
at-bairan:VERB,pp,biþe:ADV,advmod,2,186,184
at-bairan:VERB,pp,at-gaggan:VERB,advcl,1,186,185
af-letan:VERB,pp,at-bairan:VERB,conj,-17,169,186
giba:NOUN,pp,sa:DET,det,1,188,187
at-bairan:VERB,pp,giba:NOUN,obj,-2,186,188
giba:NOUN,pp,þeins:ADJ,nmod,-1,188,189
hugjan:VERB,pp,wáila:ADV,advmod,1,192,191
wisan#1:VERB,pp,hugjan:VERB,xcomp,-2,190,192
hugjan:VERB,pp,andastaua:NOUN,iobj,-1,192,193
andastaua:NOUN,pp,þeins:ADJ,nmod,-1,193,194
wisan#1:VERB,pp,sprauto:ADV,advmod,-5,190,195
wisan#1:VERB,pp,und:ADP,advmod,-6,190,196
wisan#1:VERB,pp,þatei:SCONJ,mark,1,198,197
und:ADP,pp,wisan#1:VERB,ccomp,-2,196,198
wigs:NOUN,pp,in:ADP,case,1,200,199
wisan#1:VERB,pp,wigs:NOUN,obl,-2,198,200
is:PRON,pp,miþ:ADP,case,1,202,201
wisan#1:VERB,pp,is:PRON,xcomp,-4,198,202
at-giban:VERB,pp,ibai:SCONJ,mark,2,205,203
at-giban:VERB,pp,ƕan:ADV,advmod,1,205,204
wisan#1:VERB,pp,at-giban:VERB,advcl,-15,190,205
at-giban:VERB,pp,þu:PRON,obj,-1,205,206
andastaua:NOUN,pp,sa:DET,det,1,208,207
at-giban:VERB,pp,andastaua:NOUN,nsubj,-3,205,208
at-giban:VERB,pp,staua#2:NOUN,iobj,-4,205,209
at-giban:VERB,pp,jah:CCONJ,cc,-5,205,210
staua#2:NOUN,pp,sa:DET,det,1,212,211
at-giban:VERB,pp,staua#2:NOUN,nsubj,2,214,212
at-giban:VERB,pp,þu:PRON,obj,1,214,213
at-giban:VERB,pp,at-giban:VERB,conj,-9,205,214
at-giban:VERB,pp,andbahts:NOUN,iobj,-1,214,215
ga-lagjan:VERB,pp,jah:CCONJ,cc,3,219,216
karkara:NOUN,pp,in:ADP,case,1,218,217
ga-lagjan:VERB,pp,karkara:NOUN,obl,1,219,218
at-giban:VERB,pp,ga-lagjan:VERB,conj,-14,205,219
us-gaggan:VERB,pp,ni:ADV,advmod,1,221,220
us-gaggan:VERB,pp,jainþro:ADV,advmod,-1,221,222
us-giban:VERB,pp,unte:SCONJ,mark,1,224,223
us-gaggan:VERB,pp,us-giban:VERB,ccomp,-3,221,224
kintus:NOUN,pp,sa:DET,det,2,227,225
kintus:NOUN,pp,minnists:ADJ,amod,1,227,226
us-giban:VERB,pp,kintus:NOUN,obj,-3,224,227
qiþan:VERB,pp,aþþan:CCONJ,cc,2,230,228
qiþan:VERB,pp,ik:PRON,nsubj,1,230,229
qiþan:VERB,pp,jūs:PRON,iobj,-1,230,231
ga-horinon:VERB,pp,þatei:SCONJ,mark,9,241,232
ga-horinon:VERB,pp,ƕazuh:ADJ,nsubj,8,241,233
saiƕan:VERB,pp,saei:PRON,nsubj,1,235,234
ƕazuh:ADJ,pp,saiƕan:VERB,acl,-2,233,235
saiƕan:VERB,pp,qino:NOUN,obj,-1,235,236
luston:VERB,pp,du:ADP,mark,1,238,237
saiƕan:VERB,pp,luston:VERB,advcl,-3,235,238
luston:VERB,pp,is:PRON,iobj,-1,238,239
ga-horinon:VERB,pp,ju:ADV,advmod,1,241,240
qiþan:VERB,pp,ga-horinon:VERB,ccomp,-11,230,241
ga-horinon:VERB,pp,is:PRON,iobj,-1,241,242
hairto:NOUN,pp,in:ADP,case,1,244,243
ga-horinon:VERB,pp,hairto:NOUN,obl,-3,241,244
hairto:NOUN,pp,*seins:ADJ,nmod,-1,244,245
us-stagg:VERB,pp,iþ:CCONJ,cc,8,254,246
marzjan:VERB,pp,jabai:SCONJ,mark,5,252,247
marzjan:VERB,pp,augo:NOUN,nsubj,4,252,248
augo:NOUN,pp,þeins:ADJ,nmod,-1,248,249
taihswa:ADJ,pp,sa:DET,det,1,251,250
augo:NOUN,pp,taihswa:ADJ,nmod,-3,248,251
us-stagg:VERB,pp,marzjan:VERB,ccomp,2,254,252
marzjan:VERB,pp,þu:PRON,obj,-1,252,253
us-stagg:VERB,pp,is:PRON,obj,-1,254,255
us-stagg:VERB,pp,jah:CCONJ,cc,-2,254,256
us-stagg:VERB,pp,wairpan:VERB,conj,-3,254,257
þu:PRON,pp,af:ADP,case,1,259,258
wairpan:VERB,pp,þu:PRON,obl,-2,257,259
wisan#1:VERB,pp,batiza:ADJ,xcomp,1,261,260
wisan#1:VERB,pp,auk:ADV,discourse,-1,261,262
wisan#1:VERB,pp,þu:PRON,obl,-2,261,263
fra-qistnan:VERB,pp,ei:SCONJ,mark,1,265,264
wisan#1:VERB,pp,fra-qistnan:VERB,ccomp,-4,261,265
fra-qistnan:VERB,pp,ains:NUM,nsubj,-1,265,266
ains:NUM,pp,liþus:NOUN,nmod,-1,266,267
liþus:NOUN,pp,þeins:ADJ,nmod,-1,267,268
fra-qistnan:VERB,pp,jah:CCONJ,cc,-4,265,269
ga-driusan:VERB,pp,ni:ADV,advmod,4,274,270
leik:NOUN,pp,alls:DET,det,1,272,271
ga-driusan:VERB,pp,leik:NOUN,nsubj,2,274,272
leik:NOUN,pp,þeins:ADJ,nmod,-1,272,273
fra-qistnan:VERB,pp,ga-driusan:VERB,conj,-9,265,274
gaiainna:NOUN,pp,in:ADP,case,1,276,275
ga-driusan:VERB,pp,gaiainna:NOUN,obl,-2,274,276
af-maitan:VERB,pp,jah:CCONJ,cc,7,284,277
marzjan:VERB,pp,jabai:SCONJ,mark,4,282,278
handus:NOUN,pp,taihswa:ADJ,amod,2,281,279
handus:NOUN,pp,þu:PRON,det,1,281,280
marzjan:VERB,pp,handus:NOUN,nsubj,1,282,281
af-maitan:VERB,pp,marzjan:VERB,advcl,2,284,282
marzjan:VERB,pp,þu:PRON,obj,-1,282,283
af-maitan:VERB,pp,sa:ADJ,obj,-1,284,285
af-maitan:VERB,pp,jah:CCONJ,cc,-2,284,286
af-maitan:VERB,pp,wairpan:VERB,conj,-3,284,287
þu:PRON,pp,af:ADP,case,1,289,288
wairpan:VERB,pp,þu:PRON,obl,-2,287,289
wisan#1:VERB,pp,batiza:ADJ,xcomp,1,291,290
wisan#1:VERB,pp,auk:ADV,discourse,-1,291,292
wisan#1:VERB,pp,þu:PRON,obl,-2,291,293
fra-qistnan:VERB,pp,ei:SCONJ,mark,1,295,294
wisan#1:VERB,pp,fra-qistnan:VERB,advcl,-4,291,295
fra-qistnan:VERB,pp,ains:NUM,nsubj,-1,295,296
ains:NUM,pp,liþus:NOUN,nmod,-1,296,297
liþus:NOUN,pp,þeins:ADJ,nmod,-1,297,298
fra-qistnan:VERB,pp,jah:CCONJ,cc,-4,295,299
ga-driusan:VERB,pp,ni:ADV,advmod,4,304,300
leik:NOUN,pp,alls:DET,det,1,302,301
ga-driusan:VERB,pp,leik:NOUN,nsubj,2,304,302
leik:NOUN,pp,þeins:ADJ,nmod,-1,302,303
fra-qistnan:VERB,pp,ga-driusan:VERB,conj,-9,295,304
gaiainna:NOUN,pp,in:ADP,case,1,306,305
ga-driusan:VERB,pp,gaiainna:NOUN,obl,-2,304,306
wisan#1:VERB,pp,qiþan:VERB,xcomp,3,310,307
wisan#1:VERB,pp,-uh:CCONJ,cc,2,310,308
wisan#1:VERB,pp,þan:ADV,discourse,1,310,309
giban:VERB,pp,þatei:SCONJ,mark,5,316,311
giban:VERB,pp,ƕazuh:ADJ,nsubj,4,316,312
af-letan:VERB,pp,saei:PRON,nsubj,1,314,313
ƕazuh:ADJ,pp,af-letan:VERB,acl,-2,312,314
af-letan:VERB,pp,qens:NOUN,obj,-1,314,315
qiþan:VERB,pp,giban:VERB,csubj:pass,-9,307,316
giban:VERB,pp,is:PRON,iobj,-1,316,317
boka:NOUN,pp,afstass:NOUN,nmod,1,319,318
giban:VERB,pp,boka:NOUN,obj,-3,316,319
qiþan:VERB,pp,iþ:CCONJ,cc,2,322,320
qiþan:VERB,pp,ik:PRON,nsubj,1,322,321
qiþan:VERB,pp,jūs:PRON,iobj,-1,322,323
taujan:VERB,pp,þatei:SCONJ,mark,9,333,324
taujan:VERB,pp,ƕazuh:ADJ,nsubj,8,333,325
af-letan:VERB,pp,saei:PRON,nsubj,1,327,326
ƕazuh:ADJ,pp,af-letan:VERB,acl,-2,325,327
af-letan:VERB,pp,qens:NOUN,obj,-1,327,328
qens:NOUN,pp,*seins:ADJ,nmod,-1,328,329
fairina:NOUN,pp,inuh:ADP,case,1,331,330
af-letan:VERB,pp,fairina:NOUN,obl,-4,327,331
fairina:NOUN,pp,kalkinassus:NOUN,nmod,-1,331,332
qiþan:VERB,pp,taujan:VERB,ccomp,-11,322,333
horinon:VERB,pp,sa:ADJ,nsubj,1,335,334
taujan:VERB,pp,horinon:VERB,ccomp,-2,333,335
horinon:VERB,pp,jah:CCONJ,cc,5,341,336
horinon:VERB,pp,sa:ADJ,nsubj,4,341,337
liugan#1:VERB,pp,izei:PRON,nsubj,2,340,338
liugan#1:VERB,pp,af-satjan:VERB,obj,1,340,339
sa:ADJ,pp,liugan#1:VERB,acl,-3,337,340
hausjan:VERB,pp,aftra:ADV,advmod,1,343,342
wisan#1:VERB,pp,þatei:SCONJ,mark,2,346,344
wisan#1:VERB,pp,qiþan:VERB,xcomp,1,346,345
hausjan:VERB,pp,wisan#1:VERB,ccomp,-3,343,346
airizans:ADJ,pp,sa:DET,det,1,348,347
qiþan:VERB,pp,airizans:ADJ,iobj,-3,345,348
ufar-swaran:VERB,pp,ni:ADV,advmod,1,350,349
ufar-swaran:VERB,pp,iþ:CCONJ,cc,-1,350,351
ufar-swaran:VERB,pp,us-giban:VERB,conj,-2,350,352
us-giban:VERB,pp,frauja:NOUN,iobj,-1,352,353
us-giban:VERB,pp,aiþs:NOUN,obj,-2,352,354
aiþs:NOUN,pp,þeins:ADJ,nmod,-1,354,355
qiþan:VERB,pp,aþþan:CCONJ,cc,2,358,356
qiþan:VERB,pp,ik:PRON,nsubj,1,358,357
qiþan:VERB,pp,jūs:PRON,iobj,-1,358,359
swaran:VERB,pp,ni:ADV,advmod,1,361,360
qiþan:VERB,pp,swaran:VERB,xcomp,-3,358,361
swaran:VERB,pp,allis:ADV,advmod,-1,361,362
himins:NOUN,pp,bi:ADP,case,1,365,364
ni:ADV,pp,himins:NOUN,obl,-2,363,365
wisan#1:VERB,pp,unte:SCONJ,mark,2,368,366
wisan#1:VERB,pp,stols:NOUN,xcomp,1,368,367
ni:ADV,pp,wisan#1:VERB,advcl,-5,363,368
stols:NOUN,pp,guþ:NOUN,nmod,-2,367,369
airþa:NOUN,pp,bi:ADP,case,1,372,371
nih:ADV,pp,airþa:NOUN,obl,-2,370,372
wisan#1:VERB,pp,unte:SCONJ,mark,2,375,373
wisan#1:VERB,pp,fotubaurd:NOUN,xcomp,1,375,374
nih:ADV,pp,wisan#1:VERB,advcl,-5,370,375
fotubaurd:NOUN,pp,fotus:NOUN,nmod,-2,374,376
fotus:NOUN,pp,is:PRON,det,-1,376,377
Iairusaulwma:PROPN,pp,bi:ADP,case,1,380,379
nih:ADV,pp,Iairusaulwma:PROPN,obl,-2,378,380
wisan#1:VERB,pp,unte:SCONJ,mark,2,383,381
wisan#1:VERB,pp,baurgs:NOUN,xcomp,1,383,382
nih:ADV,pp,wisan#1:VERB,advcl,-5,378,383
þiudans:NOUN,pp,sa:DET,det,2,386,384
þiudans:NOUN,pp,mikils:ADJ,amod,1,386,385
baurgs:NOUN,pp,þiudans:NOUN,nmod,-4,382,386
swaran:VERB,pp,nih:ADV,advmod,4,391,387
haubiþ:NOUN,pp,bi:ADP,case,1,389,388
swaran:VERB,pp,haubiþ:NOUN,obl,2,391,389
haubiþ:NOUN,pp,þeins:ADJ,nmod,-1,389,390
magan*:VERB,pp,unte:SCONJ,mark,2,394,392
magan*:VERB,pp,ni:ADV,advmod,1,394,393
swaran:VERB,pp,magan*:VERB,advcl,-3,391,394
tagl:NOUN,pp,ains:NUM,nummod,1,396,395
ga-taujan:VERB,pp,tagl:NOUN,obj,4,400,396
ga-taujan:VERB,pp,ƕeits:ADJ,xcomp,3,400,397
ƕeits:ADJ,pp,aiþþau:CCONJ,cc,-1,397,398
ƕeits:ADJ,pp,swarts:ADJ,conj,-2,397,399
magan*:VERB,pp,ga-taujan:VERB,xcomp,-6,394,400
wisan#1:VERB,pp,-uh:ADV,advmod,-1,401,402
wisan#1:VERB,pp,þan:ADV,discourse,-2,401,403
wisan#1:VERB,pp,waurd:NOUN,nsubj,-3,401,404
waurd:NOUN,pp,izwar:ADJ,nmod,-1,404,405
wisan#1:VERB,pp,ja:INTJ,xcomp,-5,401,406
ja:INTJ,pp,ja:INTJ,conj,-1,406,407
ja:INTJ,pp,ne:INTJ,conj,-2,406,408
ja:INTJ,pp,ne:INTJ,conj,-3,406,409
wisan#1:VERB,pp,iþ:CCONJ,cc,7,417,410
manags:ADJ,pp,sa:DET,det,1,412,411
wisan#1:VERB,pp,manags:ADJ,nsubj,5,417,412
manags:ADJ,pp,sa:ADJ,iobj,-1,412,413
ubils:ADJ,pp,us:ADP,case,2,416,414
ubils:ADJ,pp,sa:DET,det,1,416,415
wisan#1:VERB,pp,ubils:ADJ,xcomp,1,417,416
augo:NOUN,pp,und:ADP,case,1,420,419
augo:NOUN,pp,augo:NOUN,obl,-2,418,420
augo:NOUN,pp,jah:CCONJ,cc,-3,418,421
augo:NOUN,pp,tunþus:NOUN,conj,-4,418,422
tunþus:NOUN,pp,und:ADP,case,1,424,423
tunþus:NOUN,pp,tunþus:NOUN,orphan,-2,422,424
qiþan:VERB,pp,iþ:CCONJ,cc,2,427,425
qiþan:VERB,pp,ik:PRON,nsubj,1,427,426
qiþan:VERB,pp,jūs:PRON,iobj,-1,427,428
and-standan:VERB,pp,ni:ADV,advmod,1,430,429
qiþan:VERB,pp,and-standan:VERB,xcomp,-3,427,430
and-standan:VERB,pp,allis:ADV,advmod,-1,430,431
unsels:ADJ,pp,sa:DET,det,1,433,432
and-standan:VERB,pp,unsels:ADJ,iobj,-3,430,433
wandjan:VERB,pp,ak:CCONJ,cc,9,443,434
stautan:VERB,pp,jabai:SCONJ,mark,3,438,435
stautan:VERB,pp,ƕas:ADJ,nsubj,2,438,436
stautan:VERB,pp,þu:PRON,obj,1,438,437
wandjan:VERB,pp,stautan:VERB,advcl,5,443,438
kinnus:NOUN,pp,bi:ADP,case,3,442,439
kinnus:NOUN,pp,taihswa:ADJ,amod,2,442,440
kinnus:NOUN,pp,þeins:ADJ,nmod,1,442,441
stautan:VERB,pp,kinnus:NOUN,obl,-4,438,442
wandjan:VERB,pp,is:PRON,iobj,-1,443,444
anþar:ADJ,pp,jah:ADV,advmod,2,447,445
anþar:ADJ,pp,sa:DET,det,1,447,446
wandjan:VERB,pp,anþar:ADJ,obj,-4,443,447
af-letan:VERB,pp,jah:CCONJ,cc,10,458,448
wiljan:VERB,pp,sa:DET,det,1,450,449
is:PRON,pp,wiljan:VERB,appos,9,459,450
þu:PRON,pp,miþ:ADP,case,1,452,451
staua#1:NOUN,pp,þu:PRON,nmod,1,453,452
wiljan:VERB,pp,staua#1:NOUN,obj,-3,450,453
staua#1:NOUN,pp,jah:CCONJ,cc,-1,453,454
niman:VERB,pp,paida:NOUN,obj,2,457,455
paida:NOUN,pp,þeins:ADJ,nmod,-1,455,456
staua#1:NOUN,pp,niman:VERB,ccomp,-4,453,457
af-letan:VERB,pp,is:PRON,iobj,-1,458,459
wasti*:NOUN,pp,jah:ADV,advmod,1,461,460
af-letan:VERB,pp,wasti*:NOUN,obj,-3,458,461
gaggan:VERB,pp,jah:CCONJ,cc,7,469,462
ana-nauþjan:VERB,pp,jabai:SCONJ,mark,3,466,463
ana-nauþjan:VERB,pp,ƕas:ADJ,nsubj,2,466,464
ana-nauþjan:VERB,pp,þu:PRON,obj,1,466,465
gaggan:VERB,pp,ana-nauþjan:VERB,advcl,3,469,466
ana-nauþjan:VERB,pp,rasta:NOUN,obl,-1,466,467
rasta:NOUN,pp,ains:NUM,nummod,-1,467,468
is:PRON,pp,miþ:ADP,case,1,471,470
gaggan:VERB,pp,is:PRON,obl,-2,469,471
gaggan:VERB,pp,twai:NUM,obl,-3,469,472
bidjan:VERB,pp,sa:DET,det,1,474,473
giban:VERB,pp,bidjan:VERB,iobj,2,476,474
bidjan:VERB,pp,þu:PRON,obj,-1,474,475
giban:VERB,pp,jah:CCONJ,cc,-1,476,477
wiljan:VERB,pp,sa:DET,det,1,479,478
us-wandjan:VERB,pp,wiljan:VERB,iobj,6,485,479
þu:PRON,pp,af:ADP,case,1,481,480
leiƕan:VERB,pp,þu:PRON,obl,1,482,481
wiljan:VERB,pp,leiƕan:VERB,xcomp,-3,479,482
leiƕan:VERB,pp,sik:AUX,aux,-1,482,483
us-wandjan:VERB,pp,ni:ADV,advmod,1,485,484
giban:VERB,pp,us-wandjan:VERB,conj,-9,476,485
frijon:VERB,pp,neƕundja:NOUN,obj,-1,486,487
