SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
ontwikkelingspad:NOUN,pp,eie:ADJ,amod,1,70,69
kies:VERB,pp,ontwikkelingspad:NOUN,obj,2,72,70
kies:VERB,pp,te:PART,mark,1,72,71
vryheid:NOUN,pp,kies:VERB,xcomp,-6,66,72
jaar:NOUN,pp,ons:PRON,nsubj,5,79,74
jaar:NOUN,pp,is:AUX,cop,4,79,75
jaar:NOUN,pp,gedurende:ADP,case,3,79,76
jaar:NOUN,pp,die:DET,det,2,79,77
jaar:NOUN,pp,afloop:ADJ,amod,1,79,78
staat:NOUN,pp,in:ADP,case,1,81,80
jaar:NOUN,pp,staat:NOUN,obl,-2,79,81
voer:VERB,pp,om:ADP,case,8,90,82
onderhandeling:NOUN,pp,verder:ADJ,amod,1,84,83
voer:VERB,pp,onderhandeling:NOUN,obj,6,90,84
unie:NOUN,pp,met:ADP,case,3,88,85
unie:NOUN,pp,die:DET,det,2,88,86
unie:NOUN,pp,Europees:ADJ,amod,1,88,87
voer:VERB,pp,unie:NOUN,obl,2,90,88
voer:VERB,pp,te:PART,mark,1,90,89
staat:NOUN,pp,voer:VERB,xcomp,-9,81,90
vennootskap:NOUN,pp,oor:ADP,case,3,94,91
vennootskap:NOUN,pp,ons:PRON,det,2,94,92
vennootskap:NOUN,pp,strategies:ADJ,amod,1,94,93
voer:VERB,pp,vennootskap:NOUN,obl,-4,90,94
voer:VERB,pp,en:CCONJ,cc,-6,90,96
hoop:VERB,pp,ons:PRON,nsubj,1,98,97
voer:VERB,pp,hoop:VERB,dep,-8,90,98
hoop:VERB,pp,dat:SCONJ,amod,-1,98,99
gees:NOUN,pp,die:DET,det,2,102,100
gees:NOUN,pp,goed:ADJ,amod,1,102,101
voortduur:VERB,pp,gees:NOUN,obj,8,110,102
plaasvind:VERB,pp,waarin:PRON,nsubj,3,106,103
gebeure:NOUN,pp,die:DET,det,1,105,104
plaasvind:VERB,pp,gebeure:NOUN,obj,1,106,105
gees:NOUN,pp,plaasvind:VERB,ccomp,-4,102,106
plaasvind:VERB,pp,het:AUX,aux,-1,106,107
voortduur:VERB,pp,sal:AUX,aux,1,110,109
dat:SCONJ,pp,voortduur:VERB,dep,-11,99,110
voortduur:VERB,pp,soos:SCONJ,amod,-1,110,111
finaliseer:VERB,pp,ons:PRON,nsubj,13,125,112
onderhandeling:NOUN,pp,die:DET,det,2,115,113
onderhandeling:NOUN,pp,multilateraal:ADJ,amod,1,115,114
finaliseer:VERB,pp,onderhandeling:NOUN,obj,10,125,115
vennootskapooreenkoms:NOUN,pp,oor:ADP,case,3,119,116
vennootskapooreenkoms:NOUN,pp,die:DET,det,2,119,117
vennootskapooreenkoms:NOUN,pp,ekonomies:ADJ,amod,1,119,118
onderhandeling:NOUN,pp,vennootskapooreenkoms:NOUN,nmod,-4,115,119
land:NOUN,pp,met:ADP,case,1,121,120
vennootskapooreenkoms:NOUN,pp,land:NOUN,nmod,-2,119,121
streek:NOUN,pp,in:ADP,case,2,124,122
streek:NOUN,pp,ons:PRON,det,1,124,123
land:NOUN,pp,streek:NOUN,nmod,-3,121,124
soos:SCONJ,pp,finaliseer:VERB,obj,-14,111,125
sien:VERB,pp,ons:PRON,nsubj,1,128,127
sien:VERB,pp,ook:ADV,advmod,-1,128,129
sien:VERB,pp,uit:ADV,compound:prt,-2,128,130
sien:VERB,pp,daarna:PRON,amod,-3,128,131
sien:VERB,pp,om:ADP,amod,-4,128,132
vennootskap:NOUN,pp,hierdie:DET,det,1,134,133
versterk:VERB,pp,vennootskap:NOUN,obj,2,136,134
versterk:VERB,pp,te:PART,mark,1,136,135
om:ADP,pp,versterk:VERB,xcomp,-4,132,136
aanbied:VERB,pp,wanneer:PRON,nsubj,7,144,137
aanbied:VERB,pp,ons:PRON,nsubj,6,144,138
aanbied:VERB,pp,laat:ADV,advmod,5,144,139
jaar:NOUN,pp,hierdie:DET,det,1,141,140
aanbied:VERB,pp,jaar:NOUN,nmod,3,144,141
Suid-Afrika-EU-beraad:NOUN,pp,die:DET,det,1,143,142
aanbied:VERB,pp,Suid-Afrika-EU-beraad:NOUN,obj,1,144,143
versterk:VERB,pp,aanbied:VERB,ccomp,-8,136,144
aanhou:VERB,pp,saam:ADV,advmod,7,153,146
land:NOUN,pp,met:ADP,case,3,150,147
land:NOUN,pp,ander:ADJ,amod,2,150,148
land:NOUN,pp,suidelik:ADJ,amod,1,150,149
aanhou:VERB,pp,land:NOUN,obl,3,153,150
aanhou:VERB,pp,sal:AUX,aux,2,153,151
aanhou:VERB,pp,ons:PRON,nsubj,1,153,152
streef:VERB,pp,om:ADP,case,21,175,154
saak:NOUN,pp,die:DET,det,1,156,155
streef:VERB,pp,saak:NOUN,obj,19,175,156
herstrukturering:NOUN,pp,van:ADP,case,2,159,157
herstrukturering:NOUN,pp,die:DET,det,1,159,158
saak:NOUN,pp,herstrukturering:NOUN,nmod,-3,156,159
nasie:NOUN,pp,van:ADP,case,3,163,160
nasie:NOUN,pp,die:DET,det,2,163,161
nasie:NOUN,pp,verenig:ADJ,amod,1,163,162
herstrukturering:NOUN,pp,nasie:NOUN,nmod,-4,159,163
fonds:NOUN,pp,die:DET,det,3,168,165
fonds:NOUN,pp,internasionaal:ADJ,amod,2,168,166
fonds:NOUN,pp,monitêr:ADJ,amod,1,168,167
nasie:NOUN,pp,fonds:NOUN,conj,-5,163,168
fonds:NOUN,pp,en:CCONJ,cc,-1,168,169
instansie:NOUN,pp,ander:ADJ,amod,2,172,170
instansie:NOUN,pp,multilateraal:ADJ,amod,1,172,171
fonds:NOUN,pp,instansie:NOUN,conj,-4,168,172
streef:VERB,pp,na:ADV,compound:prt,2,175,173
streef:VERB,pp,te:PART,mark,1,175,174
aanhou:VERB,pp,streef:VERB,obl,-22,153,175
aanhou:VERB,pp,sodat:SCONJ,amod,-24,153,177
weerspieël:VERB,pp,hulle:PRON,nsubj,7,185,178
werklikheid:NOUN,pp,die:DET,det,5,184,179
werklikheid:NOUN,pp,verander:ADJ,amod,4,184,180
verander:ADJ,pp,en:CCONJ,cc,-1,180,181
verander:ADJ,pp,verander:ADJ,conj,-2,180,182
werklikheid:NOUN,pp,globaal:ADJ,amod,1,184,183
weerspieël:VERB,pp,werklikheid:NOUN,obj,1,185,184
sodat:SCONJ,pp,weerspieël:VERB,dep,-8,177,185
weerspieël:VERB,pp,en:CCONJ,cc,-1,185,186
wyse:NOUN,pp,op:ADP,case,7,194,187
wyse:NOUN,pp,'n:DET,det,6,194,188
wyse:NOUN,pp,demokraties:ADJ,amod,5,194,189
demokraties:ADJ,pp,gelyk:ADJ,conj,-2,189,191
gelyk:ADJ,pp,en:CCONJ,cc,-1,191,192
gelyk:ADJ,pp,openlik:ADJ,conj,-2,191,193
bedryf:VERB,pp,wyse:NOUN,obl,1,195,194
weerspieël:VERB,pp,bedryf:VERB,conj,-10,185,195
bedryf:VERB,pp,word:AUX,aux:pass,-1,195,196
verbind:VERB,pp,ons:PRON,nsubj,1,199,198
verbind:VERB,pp,onsself:PRON,obj,-1,199,200
verbind:VERB,pp,ook:ADV,advmod,-2,199,201
verbind:VERB,pp,daartoe:PRON,amod,-3,199,202
voldoen:VERB,pp,om:ADP,case,2,205,203
voldoen:VERB,pp,te:PART,mark,1,205,204
verbind:VERB,pp,voldoen:VERB,obl,-6,199,205
oogmerk:NOUN,pp,aan:ADP,case,2,208,206
oogmerk:NOUN,pp,die:DET,det,1,208,207
voldoen:VERB,pp,oogmerk:NOUN,obl,-3,205,208
ooreenkoms:NOUN,pp,van:ADP,case,2,211,209
ooreenkoms:NOUN,pp,internasionaal:ADJ,amod,1,211,210
oogmerk:NOUN,pp,ooreenkoms:NOUN,nmod,-3,208,211
protokol:NOUN,pp,insluit:ADP,case,3,216,213
protokol:NOUN,pp,die:DET,det,2,216,214
protokol:NOUN,pp,Kyoto:PROPN,amod,1,216,215
ooreenkoms:NOUN,pp,protokol:NOUN,nmod,-5,211,216
protokol:NOUN,pp,en:CCONJ,cc,-1,216,217
opvolger:NOUN,pp,die:DET,det,1,219,218
protokol:NOUN,pp,opvolger:NOUN,conj,-3,216,219
opvolger:NOUN,pp,daarvan:PRON,amod,-1,219,220
voordeel:NOUN,pp,tot:ADP,case,1,223,222
voldoen:VERB,pp,voordeel:NOUN,obl,-18,205,223
generasie:NOUN,pp,van:ADP,case,2,226,224
generasie:NOUN,pp,toekomstig:ADJ,amod,1,226,225
voordeel:NOUN,pp,generasie:NOUN,nmod,-3,223,226
mens:NOUN,pp,van:ADP,case,3,230,227
mens:NOUN,pp,ons:PRON,det,2,230,228
mens:NOUN,pp,eie:ADJ,amod,1,230,229
generasie:NOUN,pp,mens:NOUN,nmod,-4,226,230
mens:NOUN,pp,en:CCONJ,cc,-1,230,231
mens:NOUN,pp,mens:NOUN,conj,-2,230,232
wêreld:NOUN,pp,regoor:ADP,case,2,235,233
wêreld:NOUN,pp,die:DET,det,1,235,234
mens:NOUN,pp,wêreld:NOUN,nmod,-3,232,235
is:AUX,pp,daar:PRON,amod,1,238,237
beginsel:NOUN,pp,is:AUX,cop,3,241,238
beginsel:NOUN,pp,twee:NUM,nummod,2,241,239
beginsel:NOUN,pp,basies:ADJ,amod,1,241,240
lei:VERB,pp,wat:PRON,nsubj,2,244,242
lei:VERB,pp,ons:PRON,obj,1,244,243
beginsel:NOUN,pp,lei:VERB,ccomp,-3,241,244
strewe:NOUN,pp,in:ADP,case,2,247,245
strewe:NOUN,pp,ons:PRON,det,1,247,246
lei:VERB,pp,strewe:NOUN,obl,-3,244,247
noodsaaklikheid:NOUN,pp,die:DET,det,1,250,249
beginsel:NOUN,pp,noodsaaklikheid:NOUN,nmod,-9,241,250
voer:VERB,pp,om:ADP,case,5,256,251
mandaat:NOUN,pp,die:DET,det,1,253,252
voer:VERB,pp,mandaat:NOUN,obj,3,256,253
voer:VERB,pp,uit:ADV,compound:prt,2,256,254
voer:VERB,pp,te:PART,mark,1,256,255
noodsaaklikheid:NOUN,pp,voer:VERB,xcomp,-6,250,256
gee:VERB,pp,wat:PRON,nsubj:pass,6,263,257
2004:SYM,pp,in:ADP,case,1,259,258
gee:VERB,pp,2004:SYM,obl,4,263,259
regering:NOUN,pp,aan:ADP,case,2,262,260
regering:NOUN,pp,hierdie:DET,det,1,262,261
gee:VERB,pp,regering:NOUN,iobj,1,263,262
voer:VERB,pp,gee:VERB,ccomp,-7,256,263
gee:VERB,pp,is:AUX,aux:pass,-1,263,264
om:ADP,pp,en:CCONJ,cc,-15,251,266
maak:VERB,pp,om:ADP,case,3,270,267
maak:VERB,pp,seker:ADV,advmod,2,270,268
maak:VERB,pp,te:PART,mark,1,270,269
om:ADP,pp,maak:VERB,obl,-19,251,270
maak:VERB,pp,dat:SCONJ,amod,-1,270,271
regering:NOUN,pp,die:DET,det,1,273,272
kry:VERB,pp,regering:NOUN,nsubj,9,282,273
opvolg:VERB,pp,wat:PRON,nsubj,2,276,274
opvolg:VERB,pp,ons:PRON,obj,1,276,275
regering:NOUN,pp,opvolg:VERB,ccomp,-3,273,276
verkiesing:NOUN,pp,na:ADP,case,2,279,277
verkiesing:NOUN,pp,die:DET,det,1,279,278
opvolg:VERB,pp,verkiesing:NOUN,obl,-3,276,279
platform:NOUN,pp,'n:DET,det,1,281,280
kry:VERB,pp,platform:NOUN,obj,1,282,281
dat:SCONJ,pp,kry:VERB,dep,-11,271,282
kry:VERB,pp,wat:PRON,amod,-1,282,283
wat:PRON,pp,gereed:ADJ,obj,-1,283,284
gereed:ADJ,pp,is:AUX,cop,-1,284,285
implementering:NOUN,pp,vir:ADP,case,2,288,286
implementering:NOUN,pp,die:DET,det,1,288,287
gereed:ADJ,pp,implementering:NOUN,obl,-4,284,288
program:NOUN,pp,van:ADP,case,1,290,289
implementering:NOUN,pp,program:NOUN,nmod,-2,288,290
oponthoud:NOUN,pp,sonder:ADP,case,2,293,291
oponthoud:NOUN,pp,onnodig:ADJ,amod,1,293,292
program:NOUN,pp,oponthoud:NOUN,nmod,-3,290,293
maand:NOUN,pp,in:ADP,case,4,299,295
maand:NOUN,pp,die:DET,det,3,299,296
maand:NOUN,pp,volg:ADJ,amod,2,299,297
maand:NOUN,pp,paar:DET,nummod,1,299,298
poog:VERB,pp,maand:NOUN,obl,11,310,299
voorafgaan:VERB,pp,wat:PRON,nsubj,6,306,300
verkiesing:NOUN,pp,die:DET,det,4,305,301
verkiesing:NOUN,pp,nasionaal:ADJ,amod,3,305,302
nasionaal:ADJ,pp,en:CCONJ,cc,-1,302,303
nasionaal:ADJ,pp,provinsiaal:ADJ,conj,-2,302,304
voorafgaan:VERB,pp,verkiesing:NOUN,obj,1,306,305
maand:NOUN,pp,voorafgaan:VERB,ccomp,-7,299,306
poog:VERB,pp,sal:AUX,aux,2,310,308
poog:VERB,pp,ons:PRON,nsubj,1,310,309
voer:VERB,pp,om:ADP,case,6,317,311
mandaat:NOUN,pp,ons:PRON,det,2,314,312
mandaat:NOUN,pp,algemeen:ADJ,amod,1,314,313
voer:VERB,pp,mandaat:NOUN,obj,3,317,314
voer:VERB,pp,uit:ADV,compound:prt,2,317,315
voer:VERB,pp,te:PART,mark,1,317,316
poog:VERB,pp,voer:VERB,obl,-7,310,317
vorm:VERB,pp,hierdie:DET,nsubj,17,336,319
hierdie:DET,pp,en:CCONJ,cc,-1,319,320
program:NOUN,pp,ander:ADJ,amod,1,322,321
hierdie:DET,pp,program:NOUN,conj,-3,319,322
Apex-prioriteit:NOUN,pp,insluit:ADP,case,2,326,324
Apex-prioriteit:NOUN,pp,die:DET,det,1,326,325
program:NOUN,pp,Apex-prioriteit:NOUN,nmod,-4,322,326
identifiseer:VERB,pp,wat:PRON,nsubj:pass,6,333,327
Februarie:PROPN,pp,in:ADP,case,2,330,328
Februarie:PROPN,pp,verlede:ADJ,amod,1,330,329
staatsrede:NOUN,pp,Februarie:PROPN,nmod,2,332,330
Februarie:PROPN,pp,se:PART,case,-1,330,331
identifiseer:VERB,pp,staatsrede:NOUN,obl,1,333,332
Apex-prioriteit:NOUN,pp,identifiseer:VERB,ccomp,-7,326,333
identifiseer:VERB,pp,is:AUX,aux:pass,-1,333,334
basis:NOUN,pp,die:DET,det,1,338,337
vorm:VERB,pp,basis:NOUN,obj,-2,336,338
poging:NOUN,pp,van:ADP,case,2,341,339
poging:NOUN,pp,ons:PRON,det,1,341,340
basis:NOUN,pp,poging:NOUN,nmod,-3,338,341
voldoen:VERB,pp,om:ADP,case,5,347,342
mandaat:NOUN,pp,aan:ADP,case,2,345,343
mandaat:NOUN,pp,ons:PRON,det,1,345,344
voldoen:VERB,pp,mandaat:NOUN,obl,2,347,345
voldoen:VERB,pp,te:PART,mark,1,347,346
poging:NOUN,pp,voldoen:VERB,xcomp,-6,341,347
voldoen:VERB,pp,en:CCONJ,cc,-1,347,348
grondwerk:NOUN,pp,die:DET,det,1,350,349
doen:VERB,pp,grondwerk:NOUN,obj,5,355,350
toekoms:NOUN,pp,vir:ADP,case,2,353,351
toekoms:NOUN,pp,die:DET,det,1,353,352
grondwerk:NOUN,pp,toekoms:NOUN,nmod,-3,350,353
doen:VERB,pp,te:PART,mark,1,355,354
voldoen:VERB,pp,doen:VERB,xcomp,-8,347,355
verskerp:VERB,pp,ons:PRON,nsubj,4,361,357
verskerp:VERB,pp,sal:AUX,aux,3,361,358
poging:NOUN,pp,ons:PRON,det,1,360,359
verskerp:VERB,pp,poging:NOUN,obj,1,361,360
verskerp:VERB,pp,inspireer:VERB,conj,-2,361,363
entoesiasme:NOUN,pp,deur:ADP,case,2,366,364
entoesiasme:NOUN,pp,die:DET,det,1,366,365
inspireer:VERB,pp,entoesiasme:NOUN,obl,-3,363,366
entoesiasme:NOUN,pp,hoop:NOUN,conj,-2,366,368
hoop:NOUN,pp,en:CCONJ,cc,-1,368,369
hoop:NOUN,pp,veerkragtigheid:NOUN,conj,-2,368,370
mens:NOUN,pp,van:ADP,case,3,374,371
mens:NOUN,pp,die:DET,det,2,374,372
mens:NOUN,pp,Suid-Afrikaans:ADJ,amod,1,374,373
veerkragtigheid:NOUN,pp,mens:NOUN,nmod,-4,370,374
strewe:NOUN,pp,in:ADP,case,2,377,375
strewe:NOUN,pp,'n:DET,det,1,377,376
inspireer:VERB,pp,strewe:NOUN,obl,-14,363,377
dit:PRON,pp,na:ADP,case,1,379,378
strewe:NOUN,pp,dit:PRON,nmod,-2,377,379
dit:PRON,pp,wat:PRON,amod,-1,379,380
is:AUX,pp,die:DET,amod,2,383,381
wat:PRON,pp,goed:ADJ,obj,-2,380,382
goed:ADJ,pp,is:AUX,cop,-1,382,383
ons:PRON,pp,vir:ADP,case,1,385,384
goed:ADJ,pp,ons:PRON,obl,-3,382,385
ons:PRON,pp,almal:PRON,amod,-1,385,386
bron:NOUN,pp,dit:PRON,nsubj,6,394,388
is:AUX,pp,hoofsaaklik:ADV,advmod,2,392,390
bron:NOUN,pp,is:AUX,cop,2,394,392
bron:NOUN,pp,die:DET,det,1,394,393
vertroue:NOUN,pp,van:ADP,case,2,397,395
vertroue:NOUN,pp,ons:PRON,det,1,397,396
bron:NOUN,pp,vertroue:NOUN,nmod,-3,394,397
sê:VERB,pp,wanneer:PRON,nsubj,2,400,398
sê:VERB,pp,ons:PRON,nsubj,1,400,399
is:AUX,pp,sê:VERB,ccomp,-8,392,400
sê:VERB,pp,dat:SCONJ,amod,-1,400,401
gaan:VERB,pp,dit:PRON,nsubj,2,404,402
gaan:VERB,pp,goed:ADV,advmod,1,404,403
dat:SCONJ,pp,gaan:VERB,dep,-3,401,404
nasie:NOUN,pp,met:ADP,case,2,407,405
nasie:NOUN,pp,ons:PRON,det,1,407,406
gaan:VERB,pp,nasie:NOUN,obl,-3,404,407
demokrasie:NOUN,pp,ons:PRON,det,1,410,409
gesond:ADJ,pp,demokrasie:NOUN,nsubj,2,412,410
gesond:ADJ,pp,is:AUX,cop,1,412,411
sterk:ADJ,pp,dit:PRON,nsubj,3,417,414
sterk:ADJ,pp,word:AUX,cop,2,417,415
word:AUX,pp,toeneem:ADV,advmod,-1,415,416
durf:AUX,pp,en:CCONJ,amod,12,431,419
durf:AUX,pp,dus:ADV,advmod,11,431,420
woord:NOUN,pp,in:ADP,case,2,424,422
woord:NOUN,pp,die:DET,det,1,424,423
dus:ADV,pp,woord:NOUN,obl,-4,420,424
president:NOUN,pp,van:ADP,case,2,427,425
president:NOUN,pp,voormalig:ADJ,amod,1,427,426
woord:NOUN,pp,president:NOUN,nmod,-3,424,427
president:NOUN,pp,Mandela:PROPN,dep,-1,427,428
durf:AUX,pp,ons:PRON,nsubj,-1,431,432
durf:AUX,pp,nie:ADV,advmod,-2,431,433
durf:AUX,pp,talm:VERB,aux,-3,431,434
durf:AUX,pp,nie:PART,mark,-4,431,435
durf:AUX,pp,want:CCONJ,amod,-6,431,437
pad:NOUN,pp,ons:PRON,det,2,440,438
pad:NOUN,pp,lank:ADJ,amod,1,440,439
verby:ADJ,pp,pad:NOUN,nsubj,4,444,440
verby:ADJ,pp,is:AUX,cop,3,444,441
is:AUX,pp,nog:ADV,advmod,-1,441,442
is:AUX,pp,nie:ADV,advmod,-2,441,443
want:CCONJ,pp,verby:ADJ,dep,-7,437,444
is:AUX,pp,nie:PART,mark,-4,441,445
persoon:NOUN,pp,enig:PRON,det,1,449,448
onderhewig:ADJ,pp,persoon:NOUN,nsubj,10,459,449
persoon:NOUN,pp,gebruiker:NOUN,nmod,-2,449,451
besoek:VERB,pp,wat:PRON,nsubj,3,456,453
webwerf:NOUN,pp,hierdie:DET,det,1,455,454
besoek:VERB,pp,webwerf:NOUN,obj,1,456,455
persoon:NOUN,pp,besoek:VERB,ccomp,-7,449,456
onderhewig:ADJ,pp,is:AUX,cop,1,459,458
onderhewig:ADJ,pp,aan:ADP,amod,-1,459,460
aan:ADP,pp,en:CCONJ,cc,-1,460,461
aan:ADP,pp,stem:VERB,conj,-2,460,462
stem:VERB,pp,toe:ADV,compound:prt,-1,462,463
bepaling:NOUN,pp,tot:ADP,case,2,466,464
bepaling:NOUN,pp,die:DET,det,1,466,465
stem:VERB,pp,bepaling:NOUN,obl,-4,462,466
bepaling:NOUN,pp,en:CCONJ,cc,-1,466,467
bepaling:NOUN,pp,voorwaarde:NOUN,conj,-2,466,468
uiteensit:VERB,pp,wat:PRON,nsubj:pass,4,473,469
regskennisgewing:NOUN,pp,in:ADP,case,2,472,470
regskennisgewing:NOUN,pp,hierdie:DET,det,1,472,471
uiteensit:VERB,pp,regskennisgewing:NOUN,obl,1,473,472
voorwaarde:NOUN,pp,uiteensit:VERB,ccomp,-5,468,473
uiteensit:VERB,pp,word:AUX,aux:pass,-1,473,474
besoek:VERB,pp,indien:SCONJ,amod,20,496,476
gebruiker:NOUN,pp,die:DET,det,1,478,477
bind:ADJ,pp,gebruiker:NOUN,nsubj,7,485,478
wees:AUX,pp,nie:ADV,advmod,8,487,479
bepaling:NOUN,pp,deur:ADP,case,2,482,480
bepaling:NOUN,pp,hierdie:DET,det,1,482,481
bind:ADJ,pp,bepaling:NOUN,obl,3,485,482
bepaling:NOUN,pp,en:CCONJ,cc,-1,482,483
bepaling:NOUN,pp,voorwaarde:NOUN,conj,-2,482,484
indien:SCONJ,pp,bind:ADJ,dep,-9,476,485
wees:AUX,pp,wil:AUX,aux,1,487,486
bind:ADJ,pp,wees:AUX,cop,-2,485,487
wees:AUX,pp,nie:PART,advmod,-1,487,488
besoek:VERB,pp,mag:AUX,aux,6,496,490
gebruiker:NOUN,pp,die:DET,det,1,492,491
besoek:VERB,pp,gebruiker:NOUN,nsubj,4,496,492
webwerf:NOUN,pp,hierdie:DET,det,1,494,493
besoek:VERB,pp,webwerf:NOUN,obj,2,496,494
besoek:VERB,pp,nie:ADV,advmod,1,496,495
besoek:VERB,pp,of:CCONJ,amod,-1,496,497
inhoud:NOUN,pp,die:DET,det,1,499,498
vertoon:VERB,pp,inhoud:NOUN,nsubj,8,507,499
inhoud:NOUN,pp,wat:PRON,amod,-1,499,500
webwerf:NOUN,pp,op:ADP,case,2,503,501
webwerf:NOUN,pp,hierdie:DET,det,1,503,502
beskikbaar:ADJ,pp,webwerf:NOUN,obl,1,504,503
wat:PRON,pp,beskikbaar:ADJ,obj,-4,500,504
beskikbaar:ADJ,pp,is:AUX,cop,-1,504,505
of:CCONJ,pp,vertoon:VERB,dep,-10,497,507
vertoon:VERB,pp,gebruik:VERB,conj,-2,507,509
gebruik:VERB,pp,of:CCONJ,cc,-1,509,510
gebruik:VERB,pp,aflaai:VERB,conj,-2,509,511
aflaai:VERB,pp,en:CCONJ,cc,-1,511,512
en:CCONJ,pp,/:SYM,dep,-1,512,513
en:CCONJ,pp,of:CCONJ,dep,-2,512,514
kopieer:VERB,pp,andersins:ADV,advmod,1,516,515
aflaai:VERB,pp,kopieer:VERB,conj,-5,511,516
kopieer:VERB,pp,of:CCONJ,cc,-1,516,517
kopieer:VERB,pp,versprei:VERB,conj,-2,516,518
versprei:VERB,pp,nie:PART,mark,-1,518,519
mag:AUX,pp,gebruiker:NOUN,nsubj,1,522,521
bekyk:VERB,pp,mag:AUX,aux,21,543,522
inhoud:NOUN,pp,die:DET,det,1,524,523
bekyk:VERB,pp,inhoud:NOUN,obj,19,543,524
webwerf:NOUN,pp,van:ADP,case,2,527,525
webwerf:NOUN,pp,hierdie:DET,det,1,527,526
inhoud:NOUN,pp,webwerf:NOUN,nmod,-3,524,527
inhoud:NOUN,pp,of:CCONJ,cc,-5,524,529
deel:NOUN,pp,enig:PRON,det,1,531,530
inhoud:NOUN,pp,deel:NOUN,conj,-7,524,531
deel:NOUN,pp,daarvan:PRON,amod,-1,531,532
bekyk:VERB,pp,slegs:ADV,advmod,9,543,534
inligtings-:X,pp,vir:ADP,case,1,536,535
bekyk:VERB,pp,inligtings-:X,obl,7,543,536
