SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
få:VERB,pp,udseende:NOUN,obj,-4.0,43,47
af:ADP,pp,som:ADP,compound:prt,8.0,57,49
lade:VERB,pp,man:PRON,nsubj,4.0,54,50
lade:VERB,pp,dog:ADV,advmod,3.0,54,51
lade:VERB,pp,ikke:ADV,advmod,2.0,54,52
lade:VERB,pp,skulle:AUX,aux,1.0,54,53
udseende:NOUN,pp,lade:VERB,acl:relcl,-7.0,47,54
lade:VERB,pp,sig:PRON,obj,-1.0,54,55
lade:VERB,pp,narre:VERB,advcl,-2.0,54,56
narre:VERB,pp,af:ADP,mark,-1.0,56,57
personlighed:NOUN,pp,H.L.:PROPN,nsubj,7.0,66,59
H.L.:PROPN,pp,Hansen:PROPN,flat,-1.0,59,60
personlighed:NOUN,pp,være:AUX,cop,5.0,66,61
personlighed:NOUN,pp,en:DET,det,4.0,66,62
personlighed:NOUN,pp,udsædvanlig:ADJ,amod,3.0,66,63
frodig:ADJ,pp,og:CCONJ,cc,1.0,65,64
udsædvanlig:ADJ,pp,frodig:ADJ,conj,-2.0,63,65
udarbejde:VERB,pp,og:CCONJ,cc,9.0,77,68
udarbejde:VERB,pp,så:ADV,advmod,8.0,77,69
udarbejde:VERB,pp,skulle:AUX,aux,7.0,77,70
udarbejde:VERB,pp,de:PRON,nsubj,6.0,77,71
udarbejde:VERB,pp,ellers:ADV,advmod,5.0,77,72
maj:NOUN,pp,inden:ADP,case,2.0,75,73
maj:NOUN,pp,3.:ADJ,amod,1.0,75,74
udarbejde:VERB,pp,maj:NOUN,obl,2.0,77,75
udarbejde:VERB,pp,have:AUX,aux,1.0,77,76
standardkontrakt:NOUN,pp,en:DET,det,2.0,80,78
standardkontrakt:NOUN,pp,ny:ADJ,amod,1.0,80,79
udarbejde:VERB,pp,standardkontrakt:NOUN,obj,-3.0,77,80
standardkontrakt:NOUN,pp,og:CCONJ,dep,-1.0,80,81
transfersystem:NOUN,pp,en:DET,det,2.0,84,82
transfersystem:NOUN,pp,anden:DET,det,1.0,84,83
standardkontrakt:NOUN,pp,transfersystem:NOUN,conj,-4.0,80,84
afløsning:NOUN,pp,til:ADP,case,1.0,86,85
transfersystem:NOUN,pp,afløsning:NOUN,nmod,-2.0,84,86
det:PRON,pp,for:ADP,case,1.0,88,87
afløsning:NOUN,pp,det:PRON,nmod,-2.0,86,88
vedtage:VERB,pp,der:PRON,nsubj,2.0,92,90
vedtage:VERB,pp,blive:AUX,aux,1.0,92,91
det:PRON,pp,vedtage:VERB,acl:relcl,-4.0,88,92
repræsentantskabsmøde:NOUN,pp,på:ADP,case,2.0,95,93
repræsentantskabsmøde:NOUN,pp,DBU:PROPN,nmod:poss,1.0,95,94
vedtage:VERB,pp,repræsentantskabsmøde:NOUN,obl,-3.0,92,95
mene:VERB,pp,og:CCONJ,cc,3.0,100,97
give:VERB,pp,som:ADP,nsubj,3.0,101,98
mene:VERB,pp,spiller:NOUN,nsubj,1.0,100,99
vedtage:VERB,pp,mene:VERB,conj,-8.0,92,100
mene:VERB,pp,give:VERB,advcl,-1.0,100,101
give:VERB,pp,de:PRON,iobj,-1.0,101,102
vilkår:NOUN,pp,urimelig:ADJ,amod,1.0,104,103
give:VERB,pp,vilkår:NOUN,obj,-3.0,101,104
kende:VERB,pp,søster:NOUN,nsubj,1.0,107,106
kende:VERB,pp,hinanden:PRON,obj,-1.0,107,108
hinanden:PRON,pp,inderst:ADJ,amod,-1.0,108,109
måde:NOUN,pp,på:ADP,case,2.0,112,110
måde:NOUN,pp,en:DET,det,1.0,112,111
kende:VERB,pp,måde:NOUN,obl,-5.0,107,112
kende:VERB,pp,som:ADP,mark,3.0,116,113
kende:VERB,pp,ingen:PRON,nsubj,2.0,116,114
ingen:PRON,pp,anden:PRON,nmod,-1.0,114,115
måde:NOUN,pp,kende:VERB,advcl,-4.0,112,116
kende:VERB,pp,de:PRON,obj,-1.0,116,117
kigge:VERB,pp,han:PRON,nsubj,1.0,120,119
kigge:VERB,pp,nysgerrigt:ADV,advmod,-1.0,120,121
jeg:PRON,pp,på:ADP,case,1.0,123,122
kigge:VERB,pp,jeg:PRON,obl,-3.0,120,123
have:VERB,pp,kylling:NOUN,nsubj,2.0,127,125
kylling:NOUN,pp,her:ADV,advmod,-1.0,125,126
have:VERB,pp,meget:ADV,obj,-1.0,127,128
meget:ADV,pp,meget:ADJ,amod,-1.0,128,129
meget:ADJ,pp,plads:NOUN,obl,-1.0,129,130
fralægge:VERB,pp,vi:PRON,nsubj,1.0,134,133
fralægge:VERB,pp,vi:PRON,iobj,-1.0,134,135
ansvar:NOUN,pp,enhver:DET,det,1.0,137,136
fralægge:VERB,pp,ansvar:NOUN,obj,-3.0,134,137
mord:NOUN,pp,for:ADP,case,1.0,139,138
ansvar:NOUN,pp,mord:NOUN,nmod,-2.0,137,139
verdensberømt:ADJ,pp,H.:PROPN,nsubj,5.0,147,142
H.:PROPN,pp,C.:PROPN,flat,-1.0,142,143
H.:PROPN,pp,Andersen:PROPN,flat,-2.0,142,144
verdensberømt:ADJ,pp,være:AUX,cop,2.0,147,145
verdensberømt:ADJ,pp,jo:ADV,advmod,1.0,147,146
oversætte:VERB,pp,fordi:SCONJ,mark,5.0,154,149
forfatterskab:NOUN,pp,hans:DET,det,1.0,151,150
oversætte:VERB,pp,forfatterskab:NOUN,nsubj,3.0,154,151
oversætte:VERB,pp,være:AUX,aux,2.0,154,152
oversætte:VERB,pp,blive:AUX,aux,1.0,154,153
verdensberømt:ADJ,pp,oversætte:VERB,acl:relcl,-7.0,147,154
sprog:NOUN,pp,til:ADP,case,2.0,157,155
sprog:NOUN,pp,al:ADJ,amod,1.0,157,156
oversætte:VERB,pp,sprog:NOUN,obl,-3.0,154,157
nødvendig:ADJ,pp,det:PRON,nsubj,3.0,162,159
nødvendig:ADJ,pp,være:AUX,cop,2.0,162,160
nødvendig:ADJ,pp,absolut:ADV,advmod,1.0,162,161
diskussion:NOUN,pp,med:ADP,case,2.0,165,163
diskussion:NOUN,pp,en:DET,det,1.0,165,164
det:PRON,pp,diskussion:NOUN,nmod,-6.0,159,165
styre:NOUN,pp,om:ADP,case,2.0,168,166
styre:NOUN,pp,hovedstadsregion:NOUN,nmod:poss,1.0,168,167
diskussion:NOUN,pp,styre:NOUN,nmod,-3.0,165,168
dominere:VERB,pp,men:CCONJ,cc,9.0,179,170
dominere:VERB,pp,foreløbig:ADV,advmod,8.0,179,171
dominere:VERB,pp,have:AUX,aux,7.0,179,172
dominere:VERB,pp,bidrag:NOUN,nsubj,6.0,179,173
dominere:VERB,pp,næsten:ADV,advmod,5.0,179,174
næsten:ADV,pp,til:ADP,case,-1.0,174,175
ulidelig:ADJ,pp,den:DET,det,1.0,177,176
dominere:VERB,pp,ulidelig:ADJ,amod,2.0,179,177
dominere:VERB,pp,være:AUX,aux,1.0,179,178
nødvendig:ADJ,pp,dominere:VERB,conj,-17.0,162,179
uopfindsomhed:NOUN,pp,af:ADP,case,1.0,181,180
dominere:VERB,pp,uopfindsomhed:NOUN,obl,-2.0,179,181
vilje:NOUN,pp,og:CCONJ,cc,2.0,184,182
vilje:NOUN,pp,mangle:VERB,amod,1.0,184,183
uopfindsomhed:NOUN,pp,vilje:NOUN,conj,-3.0,181,184
fornyelse:NOUN,pp,til:ADP,case,1.0,186,185
vilje:NOUN,pp,fornyelse:NOUN,nmod,-2.0,184,186
vælge:VERB,pp,køre:VERB,ccomp,8.0,196,188
køre:VERB,pp,man:PRON,nsubj,-1.0,188,189
tur:NOUN,pp,mange:ADJ,amod,2.0,192,190
tur:NOUN,pp,lang:ADJ,amod,1.0,192,191
køre:VERB,pp,tur:NOUN,obl:loc,-4.0,188,192
vælge:VERB,pp,burde:AUX,aux,2.0,196,194
vælge:VERB,pp,man:PRON,nsubj,1.0,196,195
bil:NOUN,pp,en:DET,det,1.0,198,197
vælge:VERB,pp,bil:NOUN,obj,-2.0,196,198
klasse:NOUN,pp,med:ADP,case,7.0,206,199
bil:NOUN,pp,motor:NOUN,nmod,-2.0,198,200
klasse:NOUN,pp,i:ADP,case,5.0,206,201
klasse:NOUN,pp,"1,6-:NOUN",nmod,4.0,206,202
"1,6-:NOUN",pp,"1,8-:NOUN",conj,-1.0,202,203
2-liter:NOUN,pp,eller:CCONJ,cc,1.0,205,204
"1,6-:NOUN",pp,2-liter:NOUN,conj,-3.0,202,205
motor:NOUN,pp,klasse:NOUN,nmod,-6.0,200,206
betyde:VERB,pp,fordi:SCONJ,mark,4.0,212,208
motorkraft:NOUN,pp,ekstra:ADJ,amod,1.0,210,209
betyde:VERB,pp,motorkraft:NOUN,nsubj,2.0,212,210
betyde:VERB,pp,også:ADV,advmod,1.0,212,211
vælge:VERB,pp,betyde:VERB,advmod,-16.0,196,212
støjniveau:NOUN,pp,ringe:ADJ,amod,1.0,214,213
betyde:VERB,pp,støjniveau:NOUN,obj,-2.0,212,214
overhalingssikkerhed:NOUN,pp,og:CCONJ,cc,2.0,217,215
overhalingssikkerhed:NOUN,pp,øge:VERB,amod,1.0,217,216
støjniveau:NOUN,pp,overhalingssikkerhed:NOUN,conj,-3.0,214,217
Frederik:PROPN,pp,kronprins:NOUN,nmod,1.0,220,219
skulle:VERB,pp,Frederik:PROPN,nsubj,26.0,246,220
Joachim:PROPN,pp,og:CCONJ,cc,2.0,223,221
Joachim:PROPN,pp,prins:NOUN,nmod,1.0,223,222
Frederik:PROPN,pp,Joachim:PROPN,conj,-3.0,220,223
komme:VERB,pp,der:PRON,nsubj,4.0,229,225
weekend:NOUN,pp,i:ADP,case,2.0,228,226
weekend:NOUN,pp,denne:DET,det,1.0,228,227
komme:VERB,pp,weekend:NOUN,obl,1.0,229,228
Frederik:PROPN,pp,komme:VERB,acl:relcl,-9.0,220,229
komme:VERB,pp,hjem:ADV,obl:loc,-1.0,229,230
Malaysia:PROPN,pp,fra:ADP,case,1.0,232,231
hjem:ADV,pp,Malaysia:PROPN,obl,-2.0,230,232
være:VERB,pp,hvor:ADV,advmod,3.0,237,234
være:VERB,pp,de:PRON,nsubj,2.0,237,235
være:VERB,pp,have:AUX,aux,1.0,237,236
Malaysia:PROPN,pp,være:VERB,acl:relcl,-5.0,232,237
ferie:NOUN,pp,på:ADP,case,1.0,239,238
være:VERB,pp,ferie:NOUN,obl,-2.0,237,239
Henrik:PROPN,pp,med:ADP,case,4.0,244,240
Henrik:PROPN,pp,deres:DET,det,3.0,244,241
Henrik:PROPN,pp,far:NOUN,nmod,2.0,244,242
Henrik:PROPN,pp,prins:NOUN,nmod,1.0,244,243
være:VERB,pp,Henrik:PROPN,obl,-7.0,237,244
skulle:VERB,pp,også:ADV,advmod,-1.0,246,247
skulle:VERB,pp,med:ADV,advmod,-2.0,246,248
bal:NOUN,pp,til:ADP,case,1.0,250,249
skulle:VERB,pp,bal:NOUN,obl,-4.0,246,250
Bente:PROPN,pp,til:ADP,case,1.0,254,253
hej:INTJ,pp,Bente:PROPN,nmod,-2.0,252,254
læse:VERB,pp,som:ADP,nsubj,3.0,258,255
vide:VERB,pp,jeg:PRON,nsubj,1.0,257,256
Bente:PROPN,pp,vide:VERB,acl:relcl,-3.0,254,257
vide:VERB,pp,læse:VERB,advcl,-1.0,257,258
side:NOUN,pp,den:DET,det,2.0,261,259
side:NOUN,pp,grå:ADJ,amod,1.0,261,260
læse:VERB,pp,side:NOUN,obj,-3.0,258,261
hej:INTJ,pp,og:CCONJ,cc,1.0,264,263
hej:INTJ,pp,hej:INTJ,conj,-12.0,252,264
Susan:PROPN,pp,til:ADP,case,1.0,266,265
hej:INTJ,pp,Susan:PROPN,nmod,-2.0,264,266
kende:VERB,pp,som:PRON,nsubj,1.0,269,268
Susan:PROPN,pp,kende:VERB,acl:relcl,-3.0,266,269
historie:NOUN,pp,denne:DET,det,1.0,271,270
kende:VERB,pp,historie:NOUN,obj,-2.0,269,271
have:VERB,pp,og:CCONJ,cc,2.0,275,273
have:VERB,pp,ikke:ADV,advmod,1.0,275,274
kende:VERB,pp,have:VERB,conj,-6.0,269,275
indvending:NOUN,pp,nogen:DET,det,1.0,277,276
have:VERB,pp,indvending:NOUN,obj,-2.0,275,277
frem:ADV,pp,lige:ADV,advmod,1.0,282,281
se:VERB,pp,frem:ADV,obl:loc,-2.0,280,282
have:VERB,pp,han:PRON,nsubj,2.0,287,285
have:VERB,pp,skulle:AUX,aux,1.0,287,286
lærestreg:NOUN,pp,en:DET,det,1.0,289,288
have:VERB,pp,lærestreg:NOUN,obj,-2.0,287,289
rædsel:NOUN,pp,for:ADP,case,3.0,293,290
rædsel:NOUN,pp,al:ADJ,amod,2.0,293,291
rædsel:NOUN,pp,den:DET,det,1.0,293,292
have:VERB,pp,rædsel:NOUN,obl,-6.0,287,293
begå:VERB,pp,han:PRON,nsubj,2.0,297,295
begå:VERB,pp,have:AUX,aux,1.0,297,296
rædsel:NOUN,pp,begå:VERB,acl:relcl,-4.0,293,297
handle:VERB,pp,hun:PRON,nsubj,3.0,302,299
handle:VERB,pp,måtte:AUX,aux,2.0,302,300
handle:VERB,pp,have:AUX,aux,1.0,302,301
kærlighed:NOUN,pp,af:ADP,case,1.0,304,303
handle:VERB,pp,kærlighed:NOUN,obl,-2.0,302,304
du:PRON,pp,til:ADP,case,1.0,306,305
kærlighed:NOUN,pp,du:PRON,nmod,-2.0,304,306
hvad:PRON,pp,være:AUX,cop,-1.0,309,310
hvad:PRON,pp,det:PRON,nsubj,-2.0,309,311
sige:VERB,pp,du:PRON,nsubj,1.0,314,313
det:PRON,pp,sige:VERB,acl:relcl,-3.0,311,314
forbudt:ADJ,pp,med:ADP,mark,6.0,322,316
ord:NOUN,pp,anden:DET,det,1.0,318,317
forbudt:ADJ,pp,tobaksrygning:NOUN,nsubj,2.0,322,320
forbudt:ADJ,pp,være:AUX,cop,1.0,322,321
ord:NOUN,pp,forbudt:ADJ,amod,-4.0,318,322
ministerbil:NOUN,pp,i:ADP,case,1.0,324,323
forbudt:ADJ,pp,ministerbil:NOUN,obl,-2.0,322,324
hvid:ADJ,pp,at:PART,mark,3.0,329,326
hvid:ADJ,pp,være:AUX,cop,2.0,329,327
hvid:ADJ,pp,en:DET,det,1.0,329,328
slem:ADJ,pp,hvid:ADJ,amod,2.0,331,329
slem:ADJ,pp,være:AUX,cop,1.0,331,330
slem:ADJ,pp,PI:PROPN,obl,-2.0,331,333
incorrect:X,pp,for:ADP,case,2.0,336,334
incorrect:X,pp,politically:X,dep,1.0,336,335
PI:PROPN,pp,incorrect:X,amod,-3.0,333,336
nogen:PRON,pp,men:CCONJ,cc,7.0,345,338
mand:NOUN,pp,at:PART,mark,3.0,342,339
mand:NOUN,pp,være:AUX,cop,2.0,342,340
mand:NOUN,pp,hvid:ADJ,amod,1.0,342,341
nogen:PRON,pp,mand:NOUN,nmod,3.0,345,342
nogen:PRON,pp,være:AUX,cop,2.0,345,343
nogen:PRON,pp,nok:ADV,advmod,1.0,345,344
slem:ADJ,pp,nogen:PRON,conj,-14.0,331,345
slem:ADJ,pp,af:ADP,case,2.0,348,346
slem:ADJ,pp,den:DET,det,1.0,348,347
nogen:PRON,pp,slem:ADJ,nmod,-3.0,345,348
være:VERB,pp,man:PRON,nsubj,2.0,352,350
være:VERB,pp,kunne:AUX,aux,1.0,352,351
nogen:PRON,pp,være:VERB,acl:relcl,-7.0,345,352
få:VERB,pp,jeg:PRON,nsubj,3.0,359,356
få:VERB,pp,ville:AUX,aux,2.0,359,357
få:VERB,pp,nok:ADV,advmod,1.0,359,358
2.:ADJ,pp,få:VERB,list,-5.0,354,359
få:VERB,pp,foretage:VERB,xcomp,-1.0,359,360
ansigtsløftning:NOUN,pp,en:DET,det,1.0,362,361
foretage:VERB,pp,ansigtsløftning:NOUN,obj,-2.0,360,362
tidspunkt:NOUN,pp,på:ADP,case,2.0,365,363
tidspunkt:NOUN,pp,en:DET,det,1.0,365,364
foretage:VERB,pp,tidspunkt:NOUN,obl,-5.0,360,365
suge:VERB,pp,eller:CCONJ,cc,13.0,380,367
få:VERB,pp,hvis:SCONJ,mark,4.0,372,368
få:VERB,pp,jeg:PRON,nsubj,3.0,372,369
sinde:NOUN,pp,nogen:DET,det,1.0,371,370
få:VERB,pp,sinde:NOUN,obl,1.0,372,371
suge:VERB,pp,få:VERB,mark,8.0,380,372
ølmave:NOUN,pp,en:DET,det,1.0,374,373
få:VERB,pp,ølmave:NOUN,obj,-2.0,372,374
suge:VERB,pp,så:ADV,advmod,4.0,380,376
suge:VERB,pp,ville:AUX,aux,3.0,380,377
suge:VERB,pp,jeg:PRON,nsubj,2.0,380,378
suge:VERB,pp,have:AUX,aux,1.0,380,379
få:VERB,pp,suge:VERB,conj,-21.0,359,380
suge:VERB,pp,den:PRON,obj,-1.0,380,381
suge:VERB,pp,væk:ADV,compound:prt,-2.0,380,382
forstå:VERB,pp,KTAS-ledelse:NOUN,nsubj,2.0,386,384
forstå:VERB,pp,burde:AUX,aux,1.0,386,385
virke:VERB,pp,at:SCONJ,mark,14.0,402,388
taktik:NOUN,pp,denne:DET,det,1.0,390,389
virke:VERB,pp,taktik:NOUN,nsubj,12.0,402,390
taktik:NOUN,pp,fremad:ADV,advmod,-3.0,390,393
fremad:ADV,pp,dreng:NOUN,vocative,-1.0,393,394
komme:VERB,pp,jeg:PRON,nsubj,1.0,397,396
fremad:ADV,pp,komme:VERB,conj,-4.0,393,397
komme:VERB,pp,straks:ADV,advmod,-1.0,397,398
virke:VERB,pp,kun:ADV,advmod,1.0,402,401
forstå:VERB,pp,virke:VERB,obj,-16.0,386,402
møde:VERB,pp,når:SCONJ,mark,3.0,407,404
møde:VERB,pp,man:PRON,nsubj,2.0,407,405
møde:VERB,pp,ikke:ADV,advmod,1.0,407,406
virke:VERB,pp,møde:VERB,advmod,-5.0,402,407
opposition:NOUN,pp,alvorlig:ADJ,amod,1.0,409,408
møde:VERB,pp,opposition:NOUN,obj,-2.0,407,409
smække:VERB,pp,hun:PRON,nsubj,1.0,412,411
smække:VERB,pp,kuffertlåg:NOUN,obj,-1.0,412,413
smække:VERB,pp,i:ADV,advmod,-2.0,412,414
undgå:VERB,pp,og:CCONJ,cc,1.0,416,415
smække:VERB,pp,undgå:VERB,conj,-4.0,412,416
nød:NOUN,pp,med:ADP,case,1.0,418,417
undgå:VERB,pp,nød:NOUN,obl,-2.0,416,418
næppe:ADV,pp,og:CCONJ,cc,1.0,420,419
nød:NOUN,pp,næppe:ADV,conj,-2.0,418,420
få:VERB,pp,at:PART,mark,1.0,422,421
undgå:VERB,pp,få:VERB,obj,-6.0,416,422
få:VERB,pp,finger:NOUN,obj,-1.0,422,423
klemme:NOUN,pp,i:ADP,case,1.0,425,424
få:VERB,pp,klemme:NOUN,obl,-3.0,422,425
indhente:VERB,pp,og:CCONJ,cc,14.0,441,427
indhente:VERB,pp,nu:ADV,advmod,13.0,441,428
komme:VERB,pp,da:SCONJ,mark,4.0,433,429
søn:NOUN,pp,hendes:DET,det,1.0,431,430
komme:VERB,pp,søn:NOUN,nsubj,2.0,433,431
komme:VERB,pp,være:AUX,aux,1.0,433,432
nu:ADV,pp,komme:VERB,advcl,-5.0,428,433
søgelys:NOUN,pp,i:ADP,case,2.0,436,434
søgelys:NOUN,pp,offentlighed:NOUN,nmod:poss,1.0,436,435
komme:VERB,pp,søgelys:NOUN,obl,-3.0,433,436
indhente:VERB,pp,have:AUX,aux,3.0,441,438
indhente:VERB,pp,jeg:PRON,nsubj,2.0,441,439
indhente:VERB,pp,endelig:ADV,advmod,1.0,441,440
oplysning:NOUN,pp,den:DET,det,1.0,443,442
indhente:VERB,pp,oplysning:NOUN,obj,-2.0,441,443
hun:PRON,pp,om:ADP,case,1.0,445,444
oplysning:NOUN,pp,hun:PRON,nmod,-2.0,443,445
få:VERB,pp,der:PRON,nsubj,1.0,448,447
oplysning:NOUN,pp,få:VERB,acl:relcl,-5.0,443,448
brik:NOUN,pp,den:DET,det,2.0,451,449
brik:NOUN,pp,mangle:VERB,amod,1.0,451,450
få:VERB,pp,brik:NOUN,obj,-3.0,448,451
mosaik:NOUN,pp,i:ADP,case,3.0,455,452
mosaik:NOUN,pp,hendes:DET,det,2.0,455,453
mosaik:NOUN,pp,biografisk:ADJ,amod,1.0,455,454
brik:NOUN,pp,mosaik:NOUN,nmod,-4.0,451,455
falde:VERB,pp,til:ADP,mark,2.0,458,456
falde:VERB,pp,at:PART,mark,1.0,458,457
få:VERB,pp,falde:VERB,advcl,-10.0,448,458
plads:NOUN,pp,på:ADP,case,1.0,460,459
falde:VERB,pp,plads:NOUN,obl,-2.0,458,460
tale:VERB,pp,ryge:VERB,ccomp,17.0,479,462
ryge:VERB,pp,vi:PRON,nsubj,-1.0,462,463
ryge:VERB,pp,ud:ADV,obl:loc,-2.0,462,464
Trabzonspor:PROPN,pp,mod:ADP,case,1.0,466,465
ryge:VERB,pp,Trabzonspor:PROPN,obl,-4.0,462,466
præstation:NOUN,pp,trods:ADP,case,3.0,471,468
præstation:NOUN,pp,en:DET,det,2.0,471,469
præstation:NOUN,pp,tilfredsstille:VERB,amod,1.0,471,470
ryge:VERB,pp,præstation:NOUN,obl,-9.0,462,471
spiller:NOUN,pp,af:ADP,case,1.0,473,472
præstation:NOUN,pp,spiller:NOUN,nmod,-2.0,471,473
tale:VERB,pp,kunne:AUX,aux,4.0,479,475
tale:VERB,pp,vi:PRON,nsubj,3.0,479,476
tale:VERB,pp,måske:ADV,advmod,2.0,479,477
tale:VERB,pp,bagefter:ADV,advmod,1.0,479,478
tale:VERB,pp,vi:PRON,obj,-1.0,479,480
tale:VERB,pp,til:ADP,compound:prt,-2.0,479,481
til:ADP,pp,ret:NOUN,fixed,-1.0,481,482
betaling:NOUN,pp,om:ADP,case,2.0,485,483
betaling:NOUN,pp,ekstraordinær:ADJ,amod,1.0,485,484
tale:VERB,pp,betaling:NOUN,obl,-6.0,479,485
chok:NOUN,pp,en:DET,det,1.0,488,487
verden:NOUN,pp,i:ADP,case,2.0,491,489
verden:NOUN,pp,en:DET,det,1.0,491,490
chok:NOUN,pp,verden:NOUN,nmod,-3.0,488,491
vant:ADJ,pp,der:ADV,nsubj,3.0,496,493
vant:ADJ,pp,have:AUX,aux,2.0,496,494
vant:ADJ,pp,være:AUX,cop,1.0,496,495
verden:NOUN,pp,vant:ADJ,amod,-5.0,491,496
vækst:NOUN,pp,til:ADP,case,1.0,498,497
vant:ADJ,pp,vækst:NOUN,obl,-2.0,496,498
vækst:NOUN,pp,og:CCONJ,cc,4.0,504,500
regel:NOUN,pp,som:ADP,case,1.0,502,501
vækst:NOUN,pp,regel:NOUN,dep,-4.0,498,502
vækst:NOUN,pp,kraftig:ADJ,amod,1.0,504,503
vækst:NOUN,pp,vækst:NOUN,conj,-6.0,498,504
være:VERB,pp,der:ADV,expl,1.0,507,506
forskel:NOUN,pp,ingen:DET,det,1.0,509,508
være:VERB,pp,forskel:NOUN,obj,-2.0,507,509
evne:NOUN,pp,på:ADP,case,2.0,512,510
evne:NOUN,pp,produkt:NOUN,nmod:poss,1.0,512,511
forskel:NOUN,pp,evne:NOUN,nmod,-3.0,509,512
modvirke:VERB,pp,til:ADP,mark,2.0,515,513
modvirke:VERB,pp,at:PART,mark,1.0,515,514
evne:NOUN,pp,modvirke:VERB,advcl,-3.0,512,515
modvirke:VERB,pp,korrosion:NOUN,obj,-1.0,515,516
lille:ADJ,pp,hverken:ADV,advmod,2.0,520,518
gøre:VERB,pp,i:ADP,mark,13.0,532,519
motor:NOUN,pp,lille:ADJ,amod,3.0,523,520
stor:ADJ,pp,eller:CCONJ,cc,1.0,522,521
lille:ADJ,pp,stor:ADJ,conj,-2.0,520,522
modvirke:VERB,pp,motor:NOUN,obl,-8.0,515,523
diesel:NOUN,pp,om:SCONJ,mark,4.0,529,525
diesel:NOUN,pp,det:PRON,nsubj,3.0,529,526
diesel:NOUN,pp,så:ADV,advmod,2.0,529,527
diesel:NOUN,pp,være:AUX,cop,1.0,529,528
gøre:VERB,pp,diesel:NOUN,advmod,3.0,532,529
benzin:NOUN,pp,eller:CCONJ,cc,1.0,531,530
diesel:NOUN,pp,benzin:NOUN,conj,-2.0,529,531
motor:NOUN,pp,gøre:VERB,case,-9.0,523,532
forskel:NOUN,pp,ingen:DET,det,1.0,534,533
gøre:VERB,pp,forskel:NOUN,obj,-2.0,532,534
gøre:VERB,pp,ej:ADV,advmod,-4.0,532,536
ej:ADV,pp,heller:ADV,advmod,-1.0,536,537
anvende:VERB,pp,om:SCONJ,mark,3.0,541,538
anvende:VERB,pp,der:ADV,expl,2.0,541,539
anvende:VERB,pp,være:AUX,aux,1.0,541,540
gøre:VERB,pp,anvende:VERB,advmod,-9.0,532,541
anvende:VERB,pp,aluminiums-del:NOUN,obj,-1.0,541,542
motor:NOUN,pp,i:ADP,case,1.0,544,543
anvende:VERB,pp,motor:NOUN,obl,-3.0,541,544
udskifte:VERB,pp,men:CCONJ,cc,13.0,559,546
udskifte:VERB,pp,da:ADV,advmod,12.0,559,547
nedbryde:VERB,pp,additiv:NOUN,nsubj,6.0,554,548
modvirke:VERB,pp,som:PRON,nsubj,1.0,551,550
additiv:NOUN,pp,modvirke:VERB,acl:relcl,-3.0,548,551
modvirke:VERB,pp,korrosion:NOUN,obj,-1.0,551,552
