SourceNode,InteractionType,TargetNode,DEPREL,SententialDistance,SourceNodeIndex,TargetNodeIndex
amputovať:VERB,pp,ktorý:DET,obj,8.0,273,265
amputovať:VERB,pp,chirurg:NOUN,nsubj,7.0,273,266
piatok:NOUN,pp,minulý:ADJ,amod,1.0,268,267
amputovať:VERB,pp,piatok:NOUN,obl,5.0,273,268
amputovať:VERB,pp,omylom:ADV,advmod,4.0,273,269
noha:NOUN,pp,okrem:ADP,case,2.0,272,270
noha:NOUN,pp,chorý:ADJ,amod,1.0,272,271
amputovať:VERB,pp,noha:NOUN,obl,1.0,273,272
pacient:NOUN,pp,amputovať:VERB,acl,-14.0,259,273
zdravý:ADJ,pp,aj:PART,advmod:emph,1.0,275,274
amputovať:VERB,pp,zdravý:ADJ,dep,-2.0,273,275
zomrieť:VERB,pp,včera:ADV,advmod,1.0,278,277
lugano:PROPN,pp,zomrieť:VERB,conj,-21.0,257,278
vykonať:VERB,pp,lekár:NOUN,nsubj,1.0,281,280
operácia:NOUN,pp,urgentný:ADJ,amod,1.0,283,282
vykonať:VERB,pp,operácia:NOUN,obj,-2.0,281,283
upchatie:NOUN,pp,pre:ADP,case,1.0,285,284
vykonať:VERB,pp,upchatie:NOUN,obl,-4.0,281,285
upchatie:NOUN,pp,cieva:NOUN,nmod,-1.0,285,286
jeden:NUM,pp,v:ADP,case,1.0,288,287
upchatie:NOUN,pp,jeden:NUM,nummod,-3.0,285,288
noha:NOUN,pp,z:ADP,case,2.0,291,289
noha:NOUN,pp,pacientov:ADJ,amod,1.0,291,290
jeden:NUM,pp,noha:NOUN,nmod,-3.0,288,291
napísať:VERB,pp,čo:PRON,obj,1.0,294,293
napísať:VERB,pp,granma:X,nsubj,-1.0,294,295
zatknutie:NOUN,pp,o:ADP,case,1.0,297,296
napísať:VERB,pp,zatknutie:NOUN,obl:arg,-3.0,294,297
zatknutie:NOUN,pp,pilip:PROPN,nmod,-1.0,297,298
bubeník:PROPN,pp,a:CCONJ,cc,1.0,300,299
pilip:PROPN,pp,bubeník:PROPN,conj,-2.0,298,300
silvester:PROPN,pp,po:ADP,case,1.0,302,301
zničený:ADJ,pp,silvester:PROPN,obl,2.0,304,302
zničený:ADJ,pp,byť:AUX,cop,1.0,304,303
človek:NOUN,pp,aj:CCONJ,cc,1.0,306,305
zničený:ADJ,pp,človek:NOUN,nsubj,-2.0,304,306
zviera:NOUN,pp,aj:CCONJ,cc,1.0,309,308
človek:NOUN,pp,zviera:NOUN,conj,-3.0,306,309
mať:VERB,pp,pes:NOUN,obj,-1.0,310,311
plemeno:NOUN,pp,vzácny:ADJ,amod,1.0,313,312
pes:NOUN,pp,plemeno:NOUN,nmod,-2.0,311,313
ridgeback:NOUN,pp,thajský:ADJ,amod,1.0,316,315
pes:NOUN,pp,ridgeback:NOUN,appos,-5.0,311,316
pochádzať:VERB,pp,ktorý:DET,nsubj,1.0,319,318
pes:NOUN,pp,pochádzať:VERB,acl,-8.0,311,319
džungľa:NOUN,pp,z:ADP,case,1.0,321,320
pochádzať:VERB,pp,džungľa:NOUN,obl,-2.0,319,321
mačka:NOUN,pp,náš:DET,det,1.0,325,324
nepokojný:ADJ,pp,mačka:NOUN,nsubj,6.0,331,325
nepokojný:ADJ,pp,byť:AUX,cop,5.0,331,326
druhý:ADJ,pp,už:PART,advmod:emph,1.0,328,327
deň:NOUN,pp,druhý:ADJ,amod,1.0,329,328
nepokojný:ADJ,pp,deň:NOUN,obl,2.0,331,329
nepokojný:ADJ,pp,veľmi:ADV,advmod,1.0,331,330
3:NUM,pp,21:NUM,nummod,2.0,336,334
baran:NOUN,pp,3:NUM,dep,-3.0,333,336
4:NUM,pp,20:NUM,nummod,2.0,341,339
3:NUM,pp,4:NUM,conj,-5.0,336,341
duša:NOUN,pp,do:ADP,case,2.0,345,343
duša:NOUN,pp,váš:DET,det,1.0,345,344
vkrádať:VERB,pp,duša:NOUN,obl,2.0,347,345
vkrádať:VERB,pp,sa:PRON,expl:pv,1.0,347,346
vkrádať:VERB,pp,smútok:NOUN,nsubj,-1.0,347,348
zatrpknutosť:NOUN,pp,a:CCONJ,cc,1.0,350,349
smútok:NOUN,pp,zatrpknutosť:NOUN,conj,-2.0,348,350
prinútiť:VERB,pp,ak:SCONJ,mark,2.0,354,352
prinútiť:VERB,pp,sa:PRON,obj,1.0,354,353
očakávať:VERB,pp,prinútiť:VERB,advcl,6.0,360,354
činnosť:NOUN,pp,do:ADP,case,3.0,358,355
činnosť:NOUN,pp,nejaký:DET,det,2.0,358,356
činnosť:NOUN,pp,užitočný:ADJ,amod,1.0,358,357
prinútiť:VERB,pp,činnosť:NOUN,obl:arg,-4.0,354,358
náprava:NOUN,pp,skorý:ADJ,amod,1.0,362,361
očakávať:VERB,pp,náprava:NOUN,obj,-2.0,360,362
depresia:NOUN,pp,váš:DET,det,1.0,365,364
začať:VERB,pp,depresia:NOUN,nsubj,2.0,367,365
prehlbovať:VERB,pp,sa:PRON,expl:pv,2.0,368,366
začať:VERB,pp,prehlbovať:VERB,xcomp,-1.0,367,368
stratiť:VERB,pp,a:CCONJ,cc,1.0,370,369
začať:VERB,pp,stratiť:VERB,conj,-3.0,367,370
stratiť:VERB,pp,záujem:NOUN,obj,-1.0,370,371
svet:NOUN,pp,o:ADP,case,2.0,374,372
svet:NOUN,pp,okolitý:ADJ,amod,1.0,374,373
záujem:NOUN,pp,svet:NOUN,nmod,-3.0,371,374
4:NUM,pp,21:NUM,nummod,2.0,379,377
býk:NOUN,pp,4:NUM,dep,-3.0,376,379
5:NUM,pp,21:NUM,nummod,2.0,384,382
4:NUM,pp,5:NUM,conj,-5.0,379,384
5:NUM,pp,22:NUM,nummod,2.0,389,387
blíženec:NOUN,pp,5:NUM,dep,-3.0,386,389
6:NUM,pp,21:NUM,nummod,2.0,394,392
5:NUM,pp,6:NUM,conj,-5.0,389,394
6:NUM,pp,22:NUM,nummod,2.0,399,397
rak:NOUN,pp,6:NUM,dep,-3.0,396,399
7:NUM,pp,22:NUM,nummod,2.0,404,402
6:NUM,pp,7:NUM,conj,-5.0,399,404
7:NUM,pp,23:NUM,nummod,2.0,409,407
lev:NOUN,pp,7:NUM,dep,-3.0,406,409
8:NUM,pp,23:NUM,nummod,2.0,414,412
7:NUM,pp,8:NUM,conj,-5.0,409,414
8:NUM,pp,24:NUM,nummod,2.0,419,417
panna:NOUN,pp,8:NUM,dep,-3.0,416,419
9:NUM,pp,23:NUM,nummod,2.0,424,422
8:NUM,pp,9:NUM,conj,-5.0,419,424
9:NUM,pp,24:NUM,nummod,2.0,429,427
váha:NOUN,pp,9:NUM,dep,-3.0,426,429
10:NUM,pp,23:NUM,nummod,2.0,434,432
9:NUM,pp,10:NUM,conj,-5.0,429,434
10:NUM,pp,24:NUM,nummod,2.0,439,437
škorpión:NOUN,pp,10:NUM,dep,-3.0,436,439
11:NUM,pp,22:NUM,nummod,2.0,444,442
10:NUM,pp,11:NUM,conj,-5.0,439,444
nabádať:VERB,pp,vy:PRON,obj,-1.0,446,447
to:DET,pp,do:ADP,case,1.0,449,448
nabádať:VERB,pp,to:DET,obl:arg,-3.0,446,449
nabádať:VERB,pp,merkúr:PROPN,nsubj,-4.0,446,450
ktorý:DET,pp,od:ADP,case,1.0,453,452
dostať:VERB,pp,ktorý:DET,obl:arg,5.0,458,453
dostať:VERB,pp,byť:AUX,aux,4.0,458,454
deň:NOUN,pp,na:ADP,case,2.0,457,455
deň:NOUN,pp,dnešný:ADJ,amod,1.0,457,456
dostať:VERB,pp,deň:NOUN,obl,1.0,458,457
merkúr:PROPN,pp,dostať:VERB,acl,-8.0,450,458
vienok:NOUN,pp,do:ADP,case,1.0,460,459
dostať:VERB,pp,vienok:NOUN,obl,-2.0,458,460
dávka:NOUN,pp,mimoriadny:ADJ,amod,1.0,462,461
dostať:VERB,pp,dávka:NOUN,obj,-4.0,458,462
dávka:NOUN,pp,cieľavedomosť:NOUN,nmod,-1.0,462,463
ctižiadostivosť:NOUN,pp,a:CCONJ,cc,1.0,465,464
cieľavedomosť:NOUN,pp,ctižiadostivosť:NOUN,conj,-2.0,463,465
dotiahnuť:VERB,pp,to:DET,obj,2.0,470,468
dotiahnuť:VERB,pp,ďaleko:ADV,advmod,1.0,470,469
môcť:VERB,pp,dotiahnuť:VERB,xcomp,-3.0,467,470
11:NUM,pp,23:NUM,nummod,2.0,475,473
strelec:NOUN,pp,11:NUM,dep,-3.0,472,475
12:NUM,pp,21:NUM,nummod,2.0,480,478
11:NUM,pp,12:NUM,conj,-5.0,475,480
vešať:VERB,pp,hlava:NOUN,obj,-1.0,482,483
vešať:VERB,pp,sústrediť:VERB,conj,-3.0,482,485
sústrediť:VERB,pp,sa:PRON,expl:pv,-1.0,485,486
záležitosť:NOUN,pp,na:ADP,case,2.0,489,487
záležitosť:NOUN,pp,podstatný:ADJ,amod,1.0,489,488
sústrediť:VERB,pp,záležitosť:NOUN,obl:arg,-4.0,485,489
12:NUM,pp,22:NUM,nummod,2.0,494,492
kozorožec:NOUN,pp,12:NUM,dep,-3.0,491,494
1:NUM,pp,20:NUM,nummod,2.0,499,497
12:NUM,pp,1:NUM,conj,-5.0,494,499
1:NUM,pp,21:NUM,nummod,2.0,504,502
vodnár:NOUN,pp,1:NUM,dep,-3.0,501,504
2:NUM,pp,19:NUM,nummod,2.0,509,507
1:NUM,pp,2:NUM,conj,-5.0,504,509
starosť:NOUN,pp,popri:ADP,case,2.0,513,511
starosť:NOUN,pp,vlastný:ADJ,amod,1.0,513,512
vnímať:VERB,pp,starosť:NOUN,obl,2.0,515,513
vnímať:VERB,pp,málokto:PRON,nsubj,1.0,515,514
vysvetlenie:NOUN,pp,váš:DET,det,1.0,517,516
vnímať:VERB,pp,vysvetlenie:NOUN,obj,-2.0,515,517
chcieť:VERB,pp,ktorý:DET,obl,1.0,520,519
vysvetlenie:NOUN,pp,chcieť:VERB,acl,-3.0,517,520
chcieť:VERB,pp,oboznámiť:VERB,xcomp,-1.0,520,521
okolie:NOUN,pp,svoj:DET,det,1.0,523,522
oboznámiť:VERB,pp,okolie:NOUN,obj,-2.0,521,523
zámer:NOUN,pp,s:ADP,case,2.0,526,524
zámer:NOUN,pp,svoj:DET,det,1.0,526,525
oboznámiť:VERB,pp,zámer:NOUN,obl:arg,-5.0,521,526
2:NUM,pp,20:NUM,nummod,2.0,531,529
ryba:NOUN,pp,2:NUM,dep,-3.0,528,531
3:NUM,pp,20:NUM,nummod,2.0,536,534
2:NUM,pp,3:NUM,conj,-5.0,531,536
tempo:NOUN,pp,svoj:DET,det,5.0,544,539
tempo:NOUN,pp,doterajší:ADJ,amod,4.0,544,540
tempo:NOUN,pp,pracovný:ADJ,amod,3.0,544,541
životný:ADJ,pp,a:CCONJ,cc,1.0,543,542
pracovný:ADJ,pp,životný:ADJ,conj,-2.0,541,543
zmierniť:VERB,pp,tempo:NOUN,obj,-6.0,538,544
severozápad:NOUN,pp,od:ADP,case,1.0,547,546
zasahovať:VERB,pp,severozápad:NOUN,obl,1.0,548,547
územie:NOUN,pp,nad:ADP,case,2.0,551,549
územie:NOUN,pp,náš:DET,det,1.0,551,550
zasahovať:VERB,pp,územie:NOUN,obl,-3.0,548,551
zasahovať:VERB,pp,oblasť:NOUN,nsubj,-4.0,548,552
tlak:NOUN,pp,vysoký:ADJ,amod,1.0,554,553
oblasť:NOUN,pp,tlak:NOUN,nmod,-2.0,552,554
tlak:NOUN,pp,vzduch:NOUN,nmod,-1.0,554,555
sever:NOUN,pp,od:ADP,case,1.0,558,557
postúpiť:VERB,pp,sever:NOUN,obl,1.0,559,558
územie:NOUN,pp,nad:ADP,case,2.0,562,560
územie:NOUN,pp,náš:DET,det,1.0,562,561
postúpiť:VERB,pp,územie:NOUN,obl,-3.0,559,562
front:NOUN,pp,nevýrazný:ADJ,amod,2.0,565,563
front:NOUN,pp,studený:ADJ,amod,1.0,565,564
postúpiť:VERB,pp,front:NOUN,nsubj,-6.0,559,565
výš:NOUN,pp,tlakový:ADJ,amod,1.0,568,567
presunúť:VERB,pp,výš:NOUN,nsubj,4.0,572,568
presunúť:VERB,pp,sa:PRON,expl:pv,3.0,572,569
poľsko:PROPN,pp,z:ADP,case,1.0,571,570
presunúť:VERB,pp,poľsko:PROPN,obl,1.0,572,571
ukrajina:PROPN,pp,nad:ADP,case,1.0,574,573
presunúť:VERB,pp,ukrajina:PROPN,obl,-2.0,572,574
hnevať:VERB,pp,ja:PRON,nsubj,5.0,581,576
hnevať:VERB,pp,sa:PRON,expl:pv,4.0,581,577
hnevať:VERB,pp,ale:PART,advmod,3.0,581,578
nikto:PRON,pp,na:ADP,case,1.0,580,579
hnevať:VERB,pp,nikto:PRON,obl:arg,1.0,581,580
to:DET,pp,na:ADP,case,1.0,585,584
byť:VERB,pp,to:DET,obl:arg,1.0,586,585
skoro:ADV,pp,veľmi:ADV,advmod,1.0,588,587
byť:VERB,pp,skoro:ADV,advmod,-2.0,586,588
jersey:PROPN,pp,new:X,nmod,1.0,592,591
mať:VERB,pp,jersey:PROPN,nsubj,1.0,593,592
tím:NOUN,pp,úžasný:ADJ,amod,1.0,595,594
mať:VERB,pp,tím:NOUN,obj,-2.0,593,595
muž:NOUN,pp,neznámy:ADJ,amod,1.0,598,597
zabiť:VERB,pp,muž:NOUN,obj,2.0,600,598
zabiť:VERB,pp,najprv:ADV,advmod,1.0,600,599
podpáliť:VERB,pp,a:CCONJ,cc,2.0,603,601
podpáliť:VERB,pp,potom:ADV,advmod,1.0,603,602
zabiť:VERB,pp,podpáliť:VERB,conj,-3.0,600,603
obhliadka:NOUN,pp,pri:ADP,case,2.0,606,604
obhliadka:NOUN,pp,prvotný:ADJ,amod,1.0,606,605
zistiť:VERB,pp,obhliadka:NOUN,obl,3.0,609,606
obhliadka:NOUN,pp,telo:NOUN,nmod,-1.0,606,607
zistiť:VERB,pp,vyšetrovateľ:NOUN,nsubj,1.0,609,608
zistiť:VERB,pp,rana:NOUN,obj,-1.0,609,610
úder:NOUN,pp,po:ADP,case,1.0,612,611
rana:NOUN,pp,úder:NOUN,nmod,-2.0,610,612
predmet:NOUN,pp,tupý:ADJ,amod,1.0,614,613
úder:NOUN,pp,predmet:NOUN,nmod,-2.0,612,614
časť:NOUN,pp,do:ADP,case,2.0,617,615
časť:NOUN,pp,zadný:ADJ,amod,1.0,617,616
úder:NOUN,pp,časť:NOUN,nmod,-5.0,612,617
časť:NOUN,pp,hlava:NOUN,nmod,-1.0,617,618
príčina:NOUN,pp,definitívny:ADJ,amod,1.0,621,620
určiť:VERB,pp,príčina:NOUN,obj,2.0,623,621
